s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
3.0,,3.0,,,,,,,,,,
,,0.992,,,1.032,,,,,,,
,,,,,1.064,,,,,,0.984,
,,0.996,,,1.016,,,,,,,
,,,,,1.032,,,,,,0.992,
3.0,,,,,,,,,,3.0,,
,,,,,1.096,,,,0.976,,,
,,2.884,,,,,,,,,2.804,
,,,,,,,,3.0,,,,3.0
,,3.0,,,,,,,3.0,,,
,3.0,3.0,,,,,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,1.656,,,,2.436,,,,
,,,,,,,,,,3.0,,3.0
3.0,,,,,,3.0,,,,,,
,2.636,,,1.396,,,,,,,,
,3.0,,3.0,,,,,,,,,
,,,,,3.032,,,,,0.492,,
,,,,,,,,3.132,,,2.792,
,,2.616,,,,,,2.536,,,,
,,,,,1.112,,,,,,,0.972
,,,,,,,,3.0,,,,3.0
,,,,3.976,,1.536,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,1.112,,,,,,,0.972
,,,2.424,1.644,,,,,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,,,2.996,2.476,,
,,,,,,,,3.0,,,,3.0
,,,,,,,,,,,3.0,3.0
,,,,,,3.0,3.0,,,,,
,3.0,,,,,,,,,3.0,,
,3.0,,,,,,,,,3.0,,
,,,,,,3.0,,,,3.0,,
,,3.0,,,,,,,,,3.0,
,,,,,,3.0,,3.0,,,,
,,3.0,,,,,,,,,3.0,
,,,,,1.032,,,,,,0.992,
,3.0,3.0,,,,,,,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,3.0,,,,,3.0
,,,3.0,,,3.0,,,,,,
,,,2.708,1.608,,,,,,,,
,,3.0,,,,,3.0,,,,,
,,,3.0,,,,,,,,3.0,
,,,3.0,,,,3.0,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,1.112,,,,,,,0.972
,,,2.552,1.392,,,,,,,,
,,,,,,3.0,,,,,3.0,
,3.0,,,,,,,3.0,,,,
3.0,,,,,,,,3.0,,,,
,,,2.864,1.364,,,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,1.424,,,,,,,2.464,
3.0,,,,,,3.0,,,,,,
,,,,,5.0,0.0,,,,,,
,,,3.0,,,,,,,,,3.0
2.132,,,,2.152,,,,,,,,
,,,,,,,,,,3.0,3.0,
,,,,1.1,,,,,2.72,,,
,,,,1.348,,,,,,,,2.388
,,,3.0,,,,,,3.0,,,
3.0,,,,,,,,,,,3.0,
,,,,1.088,,,,,2.928,,,
,,,,,1.064,,,,,,0.984,
,,,,,,3.0,,,3.0,,,
,,,,,1.096,,,,0.976,,,
,,,,,,,,3.0,3.0,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,,3.0,,3.0,,
,,2.996,,,,,,,,,2.996,
,,,,,,,3.0,,,,,3.0
,3.0,,,,,,,,,,,3.0
,,,,,,,,,3.0,,,3.0
,,,,1.508,,,,2.668,,,,
,,0.996,,,1.016,,,,,,,
,,,,,,,,,,,2.672,2.692
,,3.0,,,,,3.0,,,,,
,,,,,,,,,,2.528,,2.628
,,,3.0,,,,,,3.0,,,
,,,,,,,,3.0,,3.0,,
,,,,,1.032,,,,,,,0.992
,3.0,,,,,,3.0,,,,,
,,,,0.592,2.632,,,,,,,
,,3.0,3.0,,,,,,,,,
,,,,,,,,3.0,,3.0,,
,,,,,,,,,,3.0,,3.0
,3.0,,,,,3.0,,,,,,
3.0,,,,,,,,,,3.0,,
,3.0,,,,,,,,,,,3.0
,3.004,,,,,,,,,,2.984,
2.552,2.572,,,,,,,,,,,
,,,,,,,,,3.0,3.0,,
,,,,1.608,,,,,,,2.528,
,,,,0.48,3.08,,,,,,,
,,,,1.508,,,,,,,2.408,
,,3.0,,,,,,,3.0,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,3.0
,,3.0,,,,,,,,,3.0,
3.0,,,,,,,,,3.0,,,
,,3.0,,,,3.0,,,,,,
,,,3.0,,,,,,,,3.0,
0.996,,,,,1.016,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,3.0,,,,,3.0
,,,,,,3.0,,,,,3.0,
,,,,,1.048,,,,,,0.988,
,3.0,,,,,,,3.0,,,,
,,,,,1.048,,,,,,0.988,
2.728,2.728,,,,,,,,,,,
2.996,,,,,,,,,,,2.996,
,3.008,,,,,2.988,,,,,,
,,,,,,3.0,,,,,,3.0
,0.996,,,,1.016,,,,,,,
,,3.0,,,,,3.0,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,,3.0,,,,3.0
,,,,,,3.0,,3.0,,,,
,,,,,,3.0,,3.0,,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,,2.828,,3.068
,2.7,,,1.26,,,,,,,,
,,,,,4.968,,,,,0.008,,
,3.0,,,,,,,,,,,3.0
,,2.592,,1.092,,,,,,,,
3.0,,,,,,,,,,3.0,,
3.0,,3.0,,,,,,,,,,
,,,,,1.048,,,,,,0.988,
,,,,3.952,,1.572,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,,3.0,,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,1.084,,,,2.824,,,,
,,,,,,3.0,3.0,,,,,
,,,3.0,,,,3.0,,,,,
,,,2.124,,,,,3.164,,,,
,,,,,1.016,,,,,,,0.996
,3.0,,,,,,,,,3.0,,
3.0,3.0,,,,,,,,,,,
,,,,3.06,,,1.82,,,,,
,,,,,1.016,,,,,,,0.996
,,,0.012,,4.952,,,,,,,
,,,,,,3.0,,3.0,,,,
,,,,,,3.0,,3.0,,,,
,,,,,,,,,,3.0,3.0,
,3.0,,,,,,,,,,3.0,
,,,,,,,,3.0,,3.0,,
,,,,,,3.0,,,,3.0,,
,,,,,1.016,,,,,,,0.996
3.0,,3.0,,,,,,,,,,
3.0,,,,,,,,,,,3.0,
,,,,1.508,,,,2.528,,,,
,,,3.656,,,,2.016,,,,,
3.0,,,,,,,3.0,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,3.0,3.0
,,,,,,2.676,,,,3.216,,
,,,,,,,3.0,,,,,3.0
3.0,,,,,,3.0,,,,,,
,,3.0,,,,,,3.0,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,3.0,,,,3.0,,
,,,,,1.032,,,,,,,0.992
3.0,,,,,,,,,3.0,,,
,,,,,,,,,,3.0,,3.0
,2.996,,2.996,,,,,,,,,
,,,0.012,,4.952,,,,,,,
,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,3.0,3.0
,,2.812,,,,,,2.632,,,,
,,,,1.176,,,,,2.816,,,
,3.0,,,,,,,3.0,,,,
,,,3.0,,,,,,,,,3.0
,,3.0,,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,
,,,,,1.096,,,,,,,0.976
,2.936,,,,,,,,,,2.916,
3.0,,,,,,,,,,3.0,,
,,,,1.036,,,,,2.876,,,
2.248,,,,2.268,,,,,,,,
,3.0,3.0,,,,,,,,,,
0.996,,,,,1.016,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,,,3.0,,
,,,,4.056,,1.416,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,,,,2.912,,2.912
,,,,1.128,,,,,,,,2.848
,,,,,,0.624,,,,4.584,,
,,,3.08,,,,2.88,,,,,
,,,,,1.064,,,0.984,,,,
,3.0,,,,,,,3.0,,,,
,3.0,,,,,,,,,3.0,,
,,,,,5.0,0.0,,,,,,
,,,,1.04,,,,,2.92,,,
,,,,,,,2.988,3.008,,,,
,,0.992,,,1.032,,,,,,,
,3.0,,,,,,,,,,3.0,
,3.0,,3.0,,,,,,,,,
,,,0.012,,4.952,,,,,,,
3.0,,,,,,,,,,,,3.0
,,3.0,,,,,,,,3.0,,
,,2.712,,0.952,,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,2.988,,3.008,,,
,,,,,1.032,,0.992,,,,,
,,,3.0,,,,3.0,,,,,
,,,,,1.064,,,0.984,,,,
,,3.0,,,,,,,,3.0,,
,,,3.0,,,,3.0,,,,,
3.0,,,3.0,,,,,,,,,
,,,3.0,,,,,,,3.0,,
,,3.0,,,,3.0,,,,,,
,,,,,,3.0,,,,3.0,,
,3.0,,,,,,,,,,3.0,
,,,3.624,,,,2.064,,,,,
,,2.792,,,,,,,2.812,,,
,3.008,,,,,2.988,,,,,,
3.0,,,,,,,3.0,,,,,
,3.0,,,,,3.0,,,,,,
,3.0,,,,,3.0,,,,,,
,3.0,,,,,,,,,,,3.0
,,,,,,,,,3.0,,,3.0
,,,,,,,,,3.0,,3.0,
,,,3.0,,,,,,,3.0,,
3.0,3.0,,,,,,,,,,,
,,,,1.552,,,,2.552,,,,
,,,,,,3.0,,,3.0,,,
,,3.0,,,,,,,,,,3.0
,,,3.312,,,,2.532,,,,,
,2.356,,,1.696,,,,,,,,
,,,,,,,,3.0,,,,3.0
,3.0,,,,,,,,,,3.0,
,,,,,,,,,,2.92,,2.92
,,,0.012,,4.952,,,,,,,
,,0.992,,,1.032,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,,3.0,,,,3.0,,
,,,,,,,,,3.0,,3.0,
,,,,,,,,3.0,,3.0,,
,,,,1.052,,,,,2.752,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,,,3.0,,,3.0
,,,,,,,3.0,,,,3.0,
,,3.0,3.0,,,,,,,,,
,,,,,,,,,3.008,,2.988,
,3.0,,,,,3.0,,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,,,,,,2.668,2.608
,,,,3.952,,1.572,,,,,,
,,,,0.492,3.032,,,,,,,
,,,,,,,,3.0,3.0,,,
,,,,,,3.0,,,,,3.0,
,,,,,5.0,0.0,,,,,,
,,,,1.492,,,,,,,2.712,
,,3.0,,,,,,3.0,,,,
,,,,,,3.0,,,,,3.0,
,3.0,,,,,,3.0,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,1.096,,,,,,0.976,
,3.0,,3.0,,,,,,,,,
,,3.0,,,,3.0,,,,,,
,,2.552,,1.512,,,,,,,,
,,2.796,,,,,,,2.816,,,
,,,,,,,,,,,3.0,3.0
,,,,3.928,,1.608,,,,,,
,,,,1.316,,,,,,,2.696,
,2.824,,,1.244,,,,,,,,
,,,,,,,3.0,3.0,,,,
,,0.992,,,1.032,,,,,,,
,,,3.0,,,,,,3.0,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,3.0,,,,3.0,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,3.0,,,,3.0
,,,3.0,,,,,3.0,,,,
,,,,0.472,3.112,,,,,,,
,,,,,,3.0,,,,3.0,,
,,3.0,,,,,,,,,,3.0
,,,,3.212,,,1.932,,,,,
,,,3.0,,,,3.0,,,,,
,,,,,,3.0,,,3.0,,,
,,,3.0,,,,3.0,,,,,
,,,,,,,,,3.0,,,3.0
2.356,,,,2.356,,,,,,,,
,,,3.0,,,,,,,,,3.0
,,,2.912,,,,,3.012,,,,
,,,2.86,,,,,,,,2.88,
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,,,,3.0,
,,,3.0,,,,,,,,3.0,
,,3.0,,,,,,3.0,,,,
,,,,,,,3.0,,,,3.0,
,0.988,,,,1.048,,,,,,,
,,,,,,,,3.0,,,,3.0
,,3.0,,,,,,3.0,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,,,,2.78,3.06,
3.0,3.0,,,,,,,,,,,
,,,,,1.064,,,,,,0.984,
,,,3.0,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,
,2.456,2.836,,,,,,,,,,
,3.0,,,,,,,3.0,,,,
,3.0,,,,,,,,,,,3.0
,3.0,,,,,,,,,3.0,,
,,3.0,,,,,,,,3.0,,
,,,,1.008,,,,2.728,,,,
,,,3.0,,,,3.0,,,,,
,,,,,,3.0,,,,,,3.0
,,,,,,,3.0,,,,,3.0
,,,,3.96,,1.56,,,,,,
,,,2.52,1.58,,,,,,,,
,,3.0,3.0,,,,,,,,,
,3.0,,3.0,,,,,,,,,
,,,,,,,,,3.08,2.7,,
3.0,,,,,,,,,,,3.0,
,,,,,,,,3.0,,,3.0,
,3.0,3.0,,,,,,,,,,
,,,,,,,,,2.968,,2.948,
,,,,,,3.0,,,3.0,,,
,,,3.0,,,,,,,3.0,,
,3.0,3.0,,,,,,,,,,
,3.0,3.0,,,,,,,,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,2.988,3.008,,,
3.0,,,,,,,,,3.0,,,
,,,,,,3.0,,,,,,3.0
,,,,,,,3.0,,,,,3.0
,,,,1.408,,,,,,,2.668,
,,,,,,3.0,,,3.0,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,,1.852,1.872,,,
,,,3.0,,,,,,3.0,,,
,,,,,,,3.0,,,,3.0,
,,,,1.536,,,,,,,,2.676
,,,,,,,,3.0,,,,3.0
,,,,,,,,,3.0,,3.0,
,,,,0.972,,,,,2.752,,,
,,2.968,,0.708,,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,0.924,,,,,3.004,,,
,,,,,,,3.0,,,3.0,,
3.0,,,,,,,,,,,3.0,
,,,,0.968,,,,,2.768,,,
,,,,3.096,,,1.816,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,3.0,3.0,,,,
,,3.02,,,,,,2.9,,,,
,,,,1.36,,,,,,2.58,,
3.0,,,,,,,,,3.0,,,
,3.0,,,,,,,,,3.0,,
,,,,2.164,,,,,,2.224,,
,,,,1.364,,,,,,,2.744,
,,3.0,,,,,,3.0,,,,
3.0,,,,,,,,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,,,3.0
,,,,2.996,,,1.756,,,,,
,,3.0,,,,3.0,,,,,,
,,,,1.34,,,,,,2.62,,
,,2.892,,0.712,,,,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,,,3.0,,3.0
,,,,,,,,,,3.0,,3.0
,,,,,,,3.0,,,,3.0,
,,,,,,,,3.0,,,3.0,
,,,,1.344,,,,,,,2.484,
,,,,,1.032,,0.992,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,,,,2.78,,2.78,
,,,,,1.016,,,,,,,0.996
,,,,,,,,,3.0,,3.0,
0.996,,,,,1.016,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,,,3.0,3.0
,3.0,,,,,,,,3.0,,,
,,,,3.992,,1.512,,,,,,
3.0,,,,,,,,,,3.0,,
,,,,1.284,,,,,2.804,,,
2.212,,,,2.232,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,,3.0,3.0,,
,,,,,,,,3.0,3.0,,,
,,,,,,,2.652,,,3.232,,
,,,,,,,,,,,3.0,3.0
,3.0,,,,,,,,,,3.0,
,,,,,,,,,,,3.0,3.0
,,3.0,,,,,,,,,3.0,
,,3.0,,,,,3.0,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,3.0,3.0,,
,,,,,,,3.0,,3.0,,,
,,,,,5.0,0.0,,,,,,
,,,3.0,,,,,,,,,3.0
,,2.884,,,,,,,,,2.804,
,2.896,,,,,,,,,,2.896,
3.0,,,,,,,,,,,,3.0
,,,,,,,3.0,3.0,,,,
,,,,2.156,,,,,,,,2.256
,,,3.0,,,,,,,,,3.0
,,3.0,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,
,,3.0,,,,,3.0,,,,,
,,0.996,,,1.016,,,,,,,
,,,,,,3.0,,,,,3.0,
3.0,3.0,,,,,,,,,,,
,,,,,,,,3.0,3.0,,,
3.0,,,,,,,,,,,,3.0
,,3.0,,,,,,,,,3.0,
,3.0,,3.0,,,,,,,,,
,,,,,,,,3.0,3.0,,,
,,,,,,,,3.0,,,,3.0
,,,,,,3.0,,,,3.0,,
3.0,3.0,,,,,,,,,,,
,,3.0,3.0,,,,,,,,,
,,,,,,3.0,,,,3.0,,
,,3.0,,,,3.0,,,,,,
,,,,1.516,,,,,,,2.576,
,,,3.336,,,2.496,,,,,,
,,,2.5,1.5,,,,,,,,
,,,,,,,,,,3.0,3.0,
,,,,,,3.0,,,,,,3.0
3.0,,,,,,,3.0,,,,,
,,,,,,,3.0,,,,3.0,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0
,3.0,,,,,,3.0,,,,,
,,,,,,,,3.0,,3.0,,
,3.0,,,,,,,3.0,,,,
,,,,1.564,,,,,,,2.484,
,3.0,,,,,,,3.0,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,3.0,,3.0,,,,
,,,,,1.032,,,,,,,0.992
,,,,,1.064,,,,0.984,,,
,,2.344,,,,,,,2.344,,,
,,,,0.488,3.048,,,,,,,
,,,3.0,,,,,,,3.0,,
,,,,1.412,,,,,,,2.692,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,3.0,3.0
3.0,,,,,,,,,,,,3.0
,,,,,,,,,,3.0,3.0,
,3.0,,3.0,,,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,,3.0,,,,3.0
,,,,,1.048,,,0.988,,,,
,,,,1.328,,,,,,,2.568,
3.0,,,,,,,,,,,3.0,
,,,,,,,,,4.772,0.152,,
,,,,,1.064,,,0.984,,,,
,,3.236,,0.476,,,,,,,,
,,,,,,,,2.988,,,3.008,
,3.0,,,,,3.0,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,,,,,3.0,3.0
,,,2.524,1.364,,,,,,,,
,,3.0,3.0,,,,,,,,,
,,,1.564,,,,,,1.984,,,
,1.008,,,,,,,,2.608,,,
,,,,,,3.0,3.0,,,,,
,,,,3.152,,,1.912,,,,,
2.716,2.736,,,,,,,,,,,
,,,0.492,,3.032,,,,,,,
,,,,,,,3.0,,,,,3.0
,,,1.564,,,,,,1.984,,,
,,3.0,,,,,,,,,3.0,
,,,3.0,,,,3.0,,,,,
,,,,,,,,,,3.0,,3.0
,3.0,,,,,3.0,,,,,,
,0.984,,,,1.064,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,,2.252,1.912,,,
,,,,,,2.988,,,,,3.008,
,,,,,5.0,0.0,,,,,,
,,,3.0,,,,3.0,,,,,
3.0,,,,,,,,,,,3.0,
,3.0,,,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,
,,,2.556,1.556,,,,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,3.0,,,3.0,,
,2.976,2.976,,,,,,,,,,
,,,2.528,1.608,,,,,,,,
,,,3.0,,,3.0,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,,,,,,,4.772,0.152,,
,,,2.856,,,,,,,,2.936,
,,,0.492,,3.032,,,,,,,
,,,,,,,,3.0,,,,3.0
,,,,,,0.024,,,4.984,,,
,,,,,,,,2.148,1.928,,,
,,,3.0,,,,,3.0,,,,
,,,,,,,3.0,3.0,,,,
2.272,,,,2.272,,,,,,,,
,,,,3.992,,1.512,,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,,,,2.436,,,,3.096
,2.424,,2.664,,,,,,,,,
2.092,,,,2.092,,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,,,,,,,3.0,3.0
3.0,,,,,,,,3.0,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,,3.0,,3.0
,3.0,,3.0,,,,,,,,,
,3.0,,,,,,,,,,,3.0
,,,0.492,,3.032,,,,,,,
,,,,,,,,3.0,,,,3.0
,,,,1.26,,,,,,,,2.58
,,,,0.496,3.016,,,,,,,
,,3.0,,,,,,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,,1.032,,0.992,,,,,
,,3.0,,,,3.0,,,,,,
,,2.276,,,,,,,2.216,,,
,,,,,,,,,,3.0,3.0,
,,,,1.64,,,,,,,,2.58
0.996,,,,,1.016,,,,,,,
2.996,,,,,,,,,,,2.996,
,1.008,,,,,,,,2.608,,,
,,,,4.12,,1.32,,,,,,
,,,,2.172,,,,,,2.192,,
,,,,,1.064,,,0.984,,,,
,,,,,,,,,1.636,,1.796,
,3.0,,,,,3.0,,,,,,
3.0,,,,,,,,3.0,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,3.04,0.62,,
,,,,3.204,,,1.904,,,,,
,,,,,,3.0,,,,3.0,,
,,,,,1.064,,,0.984,,,,
3.0,,,,,,,,,,3.0,,
,3.0,3.0,,,,,,,,,,
,,,,,,,,,,,2.988,3.008
3.0,,,,,,,3.0,,,,,
2.996,,,,,,,,,,,2.996,
,3.0,,,,,3.0,,,,,,
,3.0,,,,,,,3.0,,,,
,,,,,,,,,2.86,0.84,,
,2.496,,,1.516,,,,,,,,
,,,3.0,,,3.0,,,,,,
,,,,,5.0,0.0,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,3.04,0.62,,
,,,,,,,,3.0,,,,3.0
,3.0,,,,,,,3.0,,,,
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,3.0,,,,
3.0,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,3.0,
,,2.28,,,,,,,,,1.76,
2.076,,,,,,,,,2.096,,,
,,2.968,2.728,,,,,,,,,
,,,,,,,,3.0,,3.0,,
,,,,,,,3.0,,,,,3.0
,3.0,,,,,,,,,,3.0,
,,,,4.016,,1.476,,,,,,
3.0,,,,,,,,,,,3.0,
3.0,,,,,,3.0,,,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,,3.0,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,3.16,,,,2.76,,,,,,
2.076,,,,,,,,,2.096,,,
3.0,,,,,,,,3.0,,,,
,,,,,,3.0,,,,,,3.0
,,2.68,,0.88,,,,,,,,
,3.0,,,,,,,3.0,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,3.04,0.62,,
,,,,,,,,,2.404,,,1.324
,,,,,,,3.0,3.0,,,,
,,,,,3.0,,,,,0.5,,
,,,3.0,,,,,,,3.0,,
,1.008,,,,,,,,2.608,,,
,,,,,1.016,,,,,,,0.996
3.0,,,3.0,,,,,,,,,
,,,2.496,1.596,,,,,,,,
,,,,,5.0,0.0,,,,,,
,3.0,3.0,,,,,,,,,,
,,,,0.492,3.032,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,3.0,,,,,3.0
,,,,1.672,,,,,,,2.612,
,,,,1.576,,,,2.556,,,,
,,2.908,,,,,,,,2.848,,
,2.66,,,,,,,,,,2.84,
,,,,,,,,,3.04,0.62,,
,,,,,5.0,0.0,,,,,,
,,,,,,0.024,,,4.984,,,
,,,,0.54,2.84,,,,,,,
,,,,,,,,,,3.0,,3.0
,,3.0,,,,,3.0,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,,3.0,3.0
,,,3.0,,,,,,,3.0,,
,,,,,,,3.0,,,,,3.0
,,,,1.544,,,,2.544,,,,
2.528,2.548,,,,,,,,,,,
,,,,3.112,,,1.832,,,,,
,3.0,,,,,,,,,,3.0,
,,,,,,,,3.0,,,,3.0
,,,,1.092,,,,,2.852,,,
,2.664,,,1.184,,,,,,,,
,,2.344,,,,,,,2.344,,,
,1.652,,,,,,,,3.292,,,
,,2.864,,,,,,,,,,2.864
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,,,3.0
,,,,1.648,,,,,,,2.568,
,,,,1.84,,,,,,,2.48,
,,,,,,3.0,,3.0,,,,
,,,,0.464,3.144,,,,,,,
,3.0,,,,,,,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,,,1.08,,,,,,,0.98
,,0.996,,,1.016,,,,,,,
2.264,,,,2.264,,,,,,,,
,3.0,,,,,,,,,3.0,,
,,,,,,,2.164,,2.964,,,
,,,,,1.048,,,,0.988,,,
,3.0,3.0,,,,,,,,,,
,,,,,,,3.0,,,,,3.0
3.0,,,3.0,,,,,,,,,
,,,,0.504,2.984,,,,,,,
2.268,,,,2.288,,,,,,,,
,,3.0,,,,,,,,,3.0,
,,,,1.688,,,,,,,2.488,
,,3.0,,,,,,3.0,,,,
,,,,,,,,3.0,,,,3.0
,,2.84,,0.88,,,,,,,,
,,2.888,,,,,,2.788,,,,
,,,,0.964,,,,,2.624,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,1.82,,1.64,
,,,,,,,3.0,,,3.0,,
2.9,,,2.9,,,,,,,,,
,,,,,,,2.208,,2.928,,,
3.0,,,,,,,,3.0,,,,
,,,,,,,3.0,,,3.0,,
,2.572,2.872,,,,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,,,,,,,2.576,2.596
,,,,,,,,3.0,,,,3.0
,,,3.0,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
3.0,,,,,,3.0,,,,,,
,3.0,,,,,3.0,,,,,,
,,,0.016,,4.936,,,,,,,
3.0,3.0,,,,,,,,,,,
3.0,,,,,,,,3.0,,,,
,3.0,,,,,,,,,,,3.0
3.0,,,,,,,,,,,3.0,
,,,1.604,,,,,,3.184,,,
,2.216,,2.516,,,,,,,,,
,,,,,1.08,,,,,,,0.98
,,2.176,,,,,,,1.896,,,
,,,,,,,3.0,,,,,3.0
,,,,,,,3.0,,,,3.0,
,,,,,4.968,,,,,0.008,,
3.0,,3.0,,,,,,,,,,
,,,,0.876,,,,,2.976,,,
,,,,,1.032,,,,,,,0.992
,3.0,3.0,,,,,,,,,,
,,2.884,2.564,,,,,,,,,
,,,,,1.016,,,,,,,0.996
,,,,,,,3.0,,,,3.0,
,,,0.016,,4.936,,,,,,,
,3.0,,,,,,,3.0,,,,
,,,,,,,,,1.18,,1.22,
,,,,,,,,,1.74,,,1.36
3.0,,,3.0,,,,,,,,,
,,2.176,,,,,,,1.896,,,
,3.0,,,,,3.0,,,,,,
,,,,,,0.036,,,4.976,,,
,,3.0,3.0,,,,,,,,,
,,,,,5.0,0.0,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,3.056,,,1.876,,,,,
3.0,,,,,,,,,,3.0,,
,,3.0,,,,,,3.0,,,,
,,,,,,,3.0,,,,3.0,
,3.0,,,,,,3.0,,,,,
,,,2.624,1.444,,,,,,,,
2.744,2.764,,,,,,,,,,,
,,,,,,,2.988,,,,,3.008
2.076,,,,,,,,,2.096,,,
,,,,,1.016,,,,,,,0.996
,,3.0,3.0,,,,,,,,,
,,,,,,,,,1.18,,1.22,
,,3.1,,,,,,,,2.64,,
3.0,,,,,,,,3.0,,,,
,,3.148,,0.568,,,,,,,,
,,,0.016,,4.936,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,1.316,,,,,,,2.476,
,,1.088,,,,,,,1.068,,,
,2.772,,,,,,,,,,3.032,
,2.984,,,,,,,,,2.784,,
,,3.0,,,,,,,,3.0,,
,,,3.0,,,,3.0,,,,,
,0.992,,,,1.032,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,3.0,,,,,,,3.0,,
2.076,,,,,,,,,2.096,,,
,,,3.0,,,,,3.0,,,,
,,,,1.652,,,,,,2.592,,
,,,2.42,1.66,,,,,,,,
,,3.0,,,,,,,,3.0,,
,,3.048,,0.628,,,,,,,,
,,,,1.392,,,,,,,2.572,
,,,3.0,,,3.0,,,,,,
,,,,1.012,,,,,,,,2.692
,,,,,,,,1.888,2.068,,,
,3.0,,,,,,,3.0,,,,
3.0,,,,,,,,,,,,3.0
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,3.0,,,,
,,,,,1.048,,,,0.988,,,
,,,,,2.952,,,,,0.512,,
