s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,1.464,,,,2.564,,,,
,,,,,,,,,,,3.0,3.0
,,,,1.5,,,,,,,2.64,
,,,,,,,,,3.0,,,3.0
,,,,,3.0,,,,,0.5,,
,,,0.528,,2.888,,,,,,,
,,,3.0,,,,,,,,3.0,
,,,,,,,3.0,,,,,3.0
,,,,1.988,,,,,,2.348,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,3.0,3.0,,,,,
,,3.032,,,,,,,,1.872,,
,,,,,,,,,,3.0,,3.0
,,,,,,3.0,,,,,3.0,
,,3.0,,,,,,3.0,,,,
,,3.0,,,,,3.0,,,,,
,0.972,,,,1.112,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,1.212,,,,,,,2.652,
,,,,,,3.0,,,,,,3.0
,,,0.528,,2.888,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,,,,3.0
0.996,,,,,1.016,,,,,,,
3.0,,,,,,,,,,3.0,,
,3.0,,,,,,,3.0,,,,
,,3.0,,,,,3.0,,,,,
2.232,,,,2.252,,,,,,,,
,,,,,,,,,3.0,,3.0,
,,2.816,,0.736,,,,,,,,
0.996,,,,,1.016,,,,,,,
,,,,1.84,,,,,,2.52,,
,3.0,,3.0,,,,,,,,,
,,,,1.608,,,,2.528,,,,
,,,,,1.144,,,,0.964,,,
,,,2.316,2.376,,,,,,,,
,0.972,,,,1.112,,,,,,,
,,,,,,,3.0,,,,,3.0
,2.548,,,,,,,,,,,2.528
,,,3.0,,,,,,3.0,,,
,,,,,,,,,,3.0,3.0,
,,,,,,,,,,,2.828,2.828
,3.0,3.0,,,,,,,,,,
,,,3.0,,,,,,,,,3.0
,,,,,1.144,,,,0.964,,,
,,,,,,,,3.0,,,,3.0
3.0,,3.0,,,,,,,,,,
,,3.0,3.0,,,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,,,,3.0,,3.0
,,,3.0,,,,,,,,3.0,
,,,,,1.032,,,,,,,0.992
,,,,,,,,,,3.0,3.0,
,,3.0,,,,,3.0,,,,,
3.0,,,,,,,,,,,,3.0
,3.0,,3.0,,,,,,,,,
,,,,,1.064,,,,,,0.984,
,,,3.0,,,,,,,,,3.0
,,,,,,,,,3.0,,3.0,
,,,0.524,,2.904,,,,,,,
3.0,,,,,,,,,,,3.0,
,3.0,,,,,,,3.0,,,,
,,,,,,,,3.0,3.0,,,
,,3.456,,,,2.316,,,,,,
,,,,,,2.664,,,,,3.224,
,3.0,,3.0,,,,,,,,,
,,,,,,,,2.98,,,,3.0
,3.0,,,,,,3.0,,,,,
3.0,,,,,,,,,3.0,,,
,,2.952,,,,,,,,,,2.972
,,,,,,3.0,,3.0,,,,
,,3.0,,,,,,,3.0,,,
2.264,,,,2.284,,,,,,,,
,3.0,,,,,,,,,,3.0,
,,,3.0,,,,,,,,,3.0
,,3.0,,,,,3.0,,,,,
,3.0,,,,,,,,,,3.0,
,,3.0,,,,,3.0,,,,,
,,,3.0,,,,,,3.0,,,
,,,,,1.16,,,,0.96,,,
,,,,2.292,,,,,,2.092,,
,,,,,,,,,2.14,,,2.26
,,,,,1.064,,,,,,0.984,
,,3.0,,,,,3.0,,,,,
,,,,,1.064,,,,,,0.984,
,,,,,1.032,,0.992,,,,,
,0.972,,,,1.112,,,,,,,
,2.588,,,1.508,,,,,,,,
,,,,,5.0,0.0,,,,,,
,,,,,5.0,0.0,,,,,,
,2.028,,,,,,,1.728,,,,
,,,,1.324,,,,,2.584,,,
,,,3.0,,,,3.0,,,,,
,,,0.528,,2.888,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,1.732,1.912,,,
2.628,,,,,,,,,,,2.628,
,,3.0,,,,,,,,,3.0,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,,,,3.0,,
,,,,,1.032,,0.992,,,,,
,,,,1.452,,,,,2.552,,,
,,3.264,,,,,2.604,,,,,
,,,,,,3.0,,,,3.0,,
,,3.0,3.0,,,,,,,,,
,,,,,2.984,,,,,0.504,,
,,,0.504,,2.984,,,,,,,
,1.776,,,,,,,2.456,,,,
,,,,,5.0,0.0,,,,,,
2.992,,,2.992,,,,,,,,,
3.0,,,,,,,,,3.0,,,
,,,,,1.032,,0.992,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,3.0,,,3.0,,
,,,,2.068,,,,,,2.428,,
,,,,,,,,3.504,,1.524,,
,,,,3.952,,1.572,,,,,,
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,,,3.0
,,,,,,1.668,,3.888,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,2.832,,,,3.112,
,2.424,,,1.464,,,,,,,,
,3.0,,,,,3.0,,,,,,
,,,3.056,,,2.916,,,,,,
,,,,,,,,2.4,2.5,,,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0
,,,3.096,,,,,,,2.856,,
,,,,,,,3.0,,,3.0,,
,,,,,1.032,,,,0.992,,,
,,,,0.504,2.984,,,,,,,
,,,2.224,2.044,,,,,,,,
,,,,,,,3.0,,,,,3.0
,,,0.504,,2.984,,,,,,,
,,,,1.252,,,,,,,2.672,
,,3.0,,,,,,,3.0,,,
,,,,3.228,,,1.788,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,,,,3.0
,3.0,,,,,3.0,,,,,,
,,,,,,,,2.992,,0.772,,
2.224,,,,2.224,,,,,,,,
,,,,3.992,,1.512,,,,,,
,,,3.0,,,,,,,3.0,,
,,,,0.532,2.872,,,,,,,
,0.972,,,,1.112,,,,,,,
,,,,,,,,2.168,,,2.368,
,,,1.1,,,,,3.28,,,,
,,,,,,2.136,,,,,,3.576
,,,,,,,,2.4,2.5,,,
,,,,3.928,,1.608,,,,,,
,,0.992,,,1.032,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,2.384,,,,,,,3.104,,
,,,3.0,,,,3.0,,,,,
,,,0.532,,2.872,,,,,,,
,2.532,,,1.432,,,,,,,,
,,3.216,,,,,2.676,,,,,
,,,,,,3.0,,,,3.0,,
,,,,,,,,2.992,,0.772,,
,,,,,,2.34,,,3.44,,,
,,,,,,,,,,,3.0,3.0
,,1.912,,,,,,1.532,,,,
,,,,,,,,,,2.992,,2.992
,,,,,,2.724,,,,3.184,,
,3.0,,,,,,,,,,,3.0
,,,,,1.048,,,0.988,,,,
,,,,,,,,,3.0,,,3.0
,,1.912,,,,,,1.532,,,,
3.0,,,,,,,,,,,,3.0
,2.996,,,,,,,,2.976,,,
,,,,,,,,,2.984,,,3.004
,,3.0,,,,,,,,3.0,,
,3.0,,,,,,3.0,,,,,
,,2.676,,,,,,,,,,2.676
2.476,,,,,,,,2.496,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,3.0,,,3.0,,
3.0,,,,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,1.064,,,,,,0.984,
,1.996,,,,,,,1.576,,,,
,,,,,,,3.0,,,,,3.0
,,,,3.936,,1.596,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,3.0,,,
,,,,0.992,,,,2.932,,,,
,,,,1.4,,,,2.66,,,,
,,,,,,,,,,3.0,3.0,
2.5,,,,,,,,2.5,,,,
,,,,,,3.0,,,,,,3.0
,,,3.0,,,3.0,,,,,,
,,3.0,,,,,,,,,,3.0
,,,3.0,,,,,,,3.0,,
3.0,3.0,,,,,,,,,,,
2.5,,,,,,,,2.5,,,,
,,,,,,3.0,,,3.0,,,
,3.0,,3.0,,,,,,,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,3.588,,0.828,,
,,,,0.508,2.968,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,,,3.0,,,3.0
,,,3.0,,,,,,,3.0,,
,3.0,,,,,,,,,3.0,,
3.0,,,,,,,,,3.0,,,
,,,,,,3.0,,,,,3.0,
,,,,,,3.0,,,,3.0,,
,,,3.0,,,,,,,3.0,,
,,2.804,,0.824,,,,,,,,
,0.988,,,,1.048,,,,,,,
,,,2.996,,,,,,,,,2.996
,,,,,,,,,,3.0,,3.0
,,,,3.952,,1.572,,,,,,
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,3.0,,,,,
,1.452,,,,,,,2.212,,,,
,,,,,5.0,0.0,,,,,,
,,1.86,,,,,,1.5,,,,
,,,,1.824,,,,,,2.344,,
3.0,,,,,,,,,,,3.0,
,,,,,,,2.156,,,,,3.556
3.0,,,,,,,,,,3.0,,
,3.0,,,,,3.0,,,,,,
,,2.572,,,,,,,,,,2.572
,,3.0,3.0,,,,,,,,,
,,,,,,3.0,,,,,3.0,
,,,,,,,,,1.256,,1.336,
,,,,1.204,,,,,,,,2.624
,,,,,,1.176,,,,,4.216,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,,,,3.0,,,
3.0,3.0,,,,,,,,,,,
,,,,,,3.0,,,,3.0,,
,,,,,,,,2.512,,2.012,,
3.0,3.0,,,,,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,5.0,0.0,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,2.728,,,3.068
3.0,,,,,,,,,3.0,,,
,,,,,1.032,,,,,,0.992,
,,,,,,,,2.512,,2.012,,
,,,2.276,,,,,2.476,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,,,,3.0
,,,,,,,,2.504,,2.284,,
,,3.0,,,,,,,,3.0,,
,,3.0,,,,,,,,,,3.0
,,2.92,,0.92,,,,,,,,
,,3.0,,,,,,,,,3.0,
3.0,,,,,,,,,,3.0,,
,,,,,,,3.0,,,,3.0,
0.996,,,,,1.016,,,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,3.0,,,,,,3.0
,3.0,,3.0,,,,,,,,,
,3.0,,,,,,,,,3.0,,
,,,,,,,3.0,,,,,3.0
,,,,1.312,,,,2.732,,,,
,,,,,,,,,,2.944,,2.944
,,,,1.356,,,,,2.616,,,
,,,2.076,,,,,,3.616,,,
,,,,,,3.0,,,3.0,,,
3.0,,,,,,,,,,,,3.0
,,,,,1.032,,0.992,,,,,
,,,,,,,,3.016,,0.636,,
,,,3.0,,,,,,,,3.0,
3.0,,,,,,,3.0,,,,,
,,3.0,3.0,,,,,,,,,
,,,,1.632,,,,,2.492,,,
,,,,,1.048,,,,,,0.988,
3.0,,3.0,,,,,,,,,,
,,3.0,,,,,,,3.0,,,
,,3.0,,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.048,,,,,,0.988,
3.0,,,,,,,,,3.0,,,
,,,2.996,,,,,,2.996,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,,3.0,3.0,
3.0,3.0,,,,,,,,,,,
,,,,3.148,,,1.788,,,,,
,1.92,,,,,,,2.22,,,,
,,,,0.956,,,,,,,,2.896
,,,3.0,,,3.0,,,,,,
,,,,,,,3.0,,,,3.0,
,,3.0,,,,,,,,3.0,,
,,2.44,,,,,,,2.38,,,
,,3.0,,,,,,,,3.0,,
3.0,,3.0,,,,,,,,,,
2.264,,,,2.284,,,,,,,,
,,3.0,,,,,,,,,3.0,
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,,,,,3.0
,,,,,,,,,3.0,3.0,,
,,,,,5.0,0.0,,,,,,
,,3.0,,,,3.0,,,,,,
,,,0.56,,2.76,,,,,,,
,,,,,1.032,,0.992,,,,,
,,,3.0,,,,,,3.0,,,
,3.0,,,,,,3.0,,,,,
3.0,,,,,,,,,,3.0,,
,,,,,,,,,3.0,3.0,,
3.0,,,,,,,,,,,,3.0
2.5,,,,,,,,2.5,,,,
,,,,,,,,,,,3.0,3.0
,,,,,,,,,2.836,,,3.036
3.0,,3.0,,,,,,,,,,
,,1.688,,,,,,1.608,,,,
,,,,,,,,,,3.0,,3.0
,3.008,,,,,2.988,,,,,,
,3.0,,,,,3.0,,,,,,
,,3.0,,,,3.0,,,,,,
,,,,,,,,2.324,,,2.204,
,,3.0,,,,,3.0,,,,,
,,0.996,,,1.016,,,,,,,
,3.0,,,,,,,,,3.0,,
,,,,1.26,,,,,2.66,,,
,,,,,1.016,,,,,,,0.996
,,1.968,,,,,,1.608,,,,
,,,3.0,,,,3.0,,,,,
,,3.0,,,,3.0,,,,,,
,,,3.0,,,,,3.0,,,,
,,,,,,2.952,,,3.032,,,
,,,,,1.048,,,0.988,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,2.988,3.008,,,,
,2.66,,,,,,,,,,2.64,
,,,,,1.016,,,,,,,0.996
,2.476,,,1.376,,,,,,,,
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,,3.0,,,,
,,,,,,,,,,2.96,,3.0
,2.976,2.956,,,,,,,,,,
3.0,,,3.0,,,,,,,,,
,,,,,,,3.0,,3.0,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,2.968,,,3.008
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,,3.0,,
,,,,,,,,3.0,,3.0,,
,,3.0,,,,,,,,,3.0,
,2.62,,,1.14,,,,,,,,
,,,3.0,,,,,,3.0,,,
,,,,1.232,,,,,2.692,,,
,,,,,3.032,,,,,0.492,,
,,,,,,,3.0,,,,,3.0
,,3.0,,,,,,3.0,,,,
,,,,,,3.0,,,,,,3.0
,3.0,,,,,,,,,,,3.0
,,,,1.304,,,,2.924,,,,
,3.0,,,,,,,3.0,,,,
,,,,,,,,,3.0,,,3.0
,,,,,,,3.0,,,,3.0,
,,,,,,,3.0,,,,3.0,
,2.512,,,,,,,,,,2.552,
,,,,,,3.0,,,3.0,,,
,,,,,1.08,,,0.98,,,,
,,,,0.512,2.952,,,,,,,
,,,3.0,,,,3.0,,,,,
,0.984,,,,1.064,,,,,,,
3.0,,,3.0,,,,,,,,,
,,3.064,,,,,,,,2.904,,
,,,,,,,,,,3.0,3.0,
,,,,,,,3.0,,3.0,,,
,,,,,1.048,,,,,,0.988,
,,,,,,,3.0,,,,,3.0
,,,,,,,,,2.616,,,3.096
,,3.0,,,,,,,,,3.0,
,,,3.0,,,3.0,,,,,,
,,,3.0,,,,,,,,,3.0
3.0,,,,,,,3.0,,,,,
3.0,,,,,,,,,,,3.0,
,,,,,,3.0,,,,,,3.0
,,,3.0,,,,3.0,,,,,
,,,,,,,,,,3.0,,3.0
,,,,,,,,3.0,,3.0,,
,,,,,,,3.0,,,,3.0,
,,2.724,,0.924,,,,,,,,
,,3.236,,,,,,2.636,,,,
,,,,,1.048,,,,,,0.988,
,,,,,,,3.0,,,,3.0,
,,,0.532,,2.872,,,,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,,3.0,,,,3.0,
,,,,,,3.0,3.0,,,,,
,3.624,,,,,,2.064,,,,,
3.0,,,,,,,,,3.0,,,
,,,3.664,,,,2.004,,,,,
,,,3.0,,,,,,,,3.0,
,,,,0.844,,,,,,,,2.804
,,2.612,,1.172,,,,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,3.0,,3.0,
,3.0,,,,,,,,,,,3.0
,,,,1.868,,,,2.428,,,,
,,,3.0,,,,,,,3.0,,
,,,,1.524,,,,,,,2.564,
,,3.0,,,,,,,,,,3.0
1.044,,,,,,,,,,,1.064,
,,3.0,,,,,,,,,,3.0
,,3.0,,,,,,,3.0,,,
,,,,,,,3.0,,3.0,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,1.084,1.084
,0.984,,,,1.064,,,,,,,
3.0,,3.0,,,,,,,,,,
,,,,,,3.0,,,3.0,,,
,3.0,,,,,,,,,3.0,,
,,,,,1.08,,,,,,0.98,
,,,,,,,3.0,,,3.0,,
,,,,,,,,3.0,,3.0,,
3.0,,3.0,,,,,,,,,,
,,,2.416,1.776,,,,,,,,
,,,3.0,,,3.0,,,,,,
,,,,,,,,,,3.0,,3.0
,,,,2.12,,,,,,2.36,,
,,,,,1.032,,0.992,,,,,
,,,,4.088,,1.368,,,,,,
,,3.0,,,,,,3.0,,,,
0.996,,,,,1.016,,,,,,,
,,3.0,,,,3.0,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,1.752,,1.812,
,,,3.0,,,3.0,,,,,,
,,,0.532,,2.872,,,,,,,
,,,,,,,3.0,,,,,3.0
,2.612,,,,,,2.412,,,,,
,,,,0.84,,,,,,,,2.88
,,,,,1.032,,0.992,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,4.984,,,,,0.004,,
,,,,,5.0,0.0,,,,,,
,,3.0,,,,,,,,3.0,,
,,,,,5.0,0.0,,,,,,
,,3.0,,,,,,3.0,,,,
1.044,,,,,,,,,,,1.064,
,,,2.092,,,,,,,,2.312,
,,,,,,,2.46,,,,,3.24
,,,,3.176,,,1.876,,,,,
,,,,,,3.0,3.0,,,,,
,,2.94,,0.88,,,,,,,,
,,,,,,2.988,,,3.008,,,
,,,,,,,,,,1.14,2.42,
,,1.044,,,,,,,,,1.064,
,,,3.0,,,,,3.0,,,,
,3.552,,,,,2.172,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,,,2.988,,,3.008,,,
,,,,1.992,,,,,2.532,,,
,,,,,,,,3.0,3.0,,,
,,,,,1.048,,,,0.988,,,
,3.0,,,,,,,3.0,,,,
,,3.0,3.0,,,,,,,,,
,,,,1.676,,,,,,2.516,,
,,3.0,3.0,,,,,,,,,
,0.984,,,,1.064,,,,,,,
,,3.0,3.0,,,,,,,,,
3.0,,,,,,,3.0,,,,,
2.904,,,,,,,,2.904,,,,
,,,,,,,3.0,,3.0,,,
,,,3.0,,,,,,,3.0,,
,,,3.0,,,,,,3.0,,,
,,,,,,,3.0,,,3.0,,
,,,2.836,,,,,,,,,3.016
3.0,,,,,,,,,,,,3.0
3.0,,,,,,,,3.0,,,,
,,3.024,,,,,2.964,,,,,
,,,,2.004,,,,2.404,,,,
,,3.0,3.0,,,,,,,,,
,,,,,,2.808,,3.128,,,,
,,,,1.28,,,,,2.68,,,
,,,,,,3.0,,,3.0,,,
,,,2.484,,,,,,,,,3.024
,3.0,,,,,,3.0,,,,,
,,,,,1.08,,,,,,0.98,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,,3.0,,,,,
,,,3.0,,,,,,,,,3.0
,,,,,,1.5,,,,,4.0,
,,,,,,3.0,,3.0,,,,
,,,,,1.08,,,,0.98,,,
,,,,,,3.0,3.0,,,,,
,,3.0,,,,,,,,3.0,,
,,3.0,,,,,,,3.0,,,
,2.968,,,0.948,,,,,,,,
,,3.0,,,,,,,,3.0,,
,3.0,,,,,,,,3.0,,,
,,,,,,,,3.0,,,,3.0
,,3.0,3.0,,,,,,,,,
3.0,3.0,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,,3.0,,,3.0
2.22,,,,2.22,,,,,,,,
,,,,,,,3.0,3.0,,,,
,,,,,,,2.988,,3.008,,,
,,,,,,,,3.0,,,,3.0
2.272,,,,2.292,,,,,,,,
,,,3.0,,,,3.0,,,,,
,,,,,,,1.104,,,,,1.184
,,,,,,3.0,,3.0,,,,
,,0.992,,,1.032,,,,,,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,3.0,3.0,,
,,,,,,,1.04,,,,1.08,
,,,3.0,,,3.0,,,,,,
,,,1.308,,,,,,,,,3.208
,,,,,,,3.0,,3.0,,,
,,,,,,0.132,,,,,,4.912
,,2.664,,0.724,,,,,,,,
,3.0,,,,,,,,3.0,,,
,,,,2.476,,,,,,2.076,,
,,,2.996,,,,,,2.996,,,
1.044,,,,,,,,,,,1.064,
,,,,,,,,3.0,,3.0,,
,,,,,,3.0,,,,3.0,,
,,,,2.688,,,,,,2.068,,
,,,,,4.968,,,,,0.008,,
,,,,,,,1.04,,,,1.08,
,1.192,,,,,,,,,,,1.152
,,1.148,,,,,,,,,,1.128
,,,,,1.096,,,,0.976,,,
,,,,,,,,,3.0,3.0,,
,,,,,1.08,,,,,,0.98,
,,,,,,,1.776,,,,3.576,
,,,,,1.032,,,,,,,0.992
,,,,0.524,2.904,,,,,,,
,,2.964,,,,,,,,0.764,,
,,1.152,,,,,,,,,,1.112
,,,,,,,,1.072,,,,1.212
3.0,,,,,,,,3.0,,,,
,1.196,,,,,,,,,,,1.136
,,3.304,,,,,2.544,,,,,
2.02,,,,,,,,,,,,2.02
,3.0,,,,,3.0,,,,,,
,3.0,,,,,,3.0,,,,,
3.0,,,,,,,,,3.0,,,
3.0,,,,,,3.0,,,,,,
,,,1.232,,,,,,,,3.132,
,,2.948,,0.648,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,0.468,3.128,,,,,,,
,,,3.0,,,,,,,3.0,,
,,,,2.016,,,,,,2.356,,
,,,3.0,,,,,,3.0,,,
,,,,,1.048,,,,,,0.988,
,,,1.14,,,,,,,,,3.5
,,,1.136,,,,,,,,,3.496
,,,,,3.016,,,,,0.496,,
,,3.0,,,,,3.0,,,,,
,,,1.576,,,,,,,,2.656,
,,,2.08,2.48,,,,,,,,
3.0,,,3.0,,,,,,,,,
3.0,,,,,,,,,,3.0,,
1.996,,,,,,,,,,,2.016,
,,,3.0,,,3.0,,,,,,
,,,,,3.016,,,,,0.496,,
,0.984,,,,1.064,,,,,,,
,,,,1.76,,,,2.44,,,,
,,,0.032,,4.872,,,,,,,
,,,,,,3.0,,3.0,,,,
,,,,,,,,2.064,,,1.544,
,,2.828,,0.788,,,,,,,,
,,3.0,,,,,,,,3.0,,
,,,,,,,,3.0,,3.0,,
,,,,,,3.0,3.0,,,,,
,,,,,,,,,,1.188,,3.008
3.0,,,,,,,,,,3.0,,
,,,,,,,1.8,,,,3.52,
,,,0.032,,4.872,,,,,,,
,,3.0,3.0,,,,,,,,,
,,,,0.828,,,,,,,,2.888
,3.148,,,0.668,,,,,,,,
,,,,,1.032,,,,,,0.992,
,,,,,1.048,,,0.988,,,,
,,,,,,,,,1.112,,1.232,
,,,,,1.08,,,,0.98,,,
,3.0,,3.0,,,,,,,,,
2.02,,,,,,,,,,,,2.02
,3.0,,,,,,3.0,,,,,
2.308,,,,2.308,,,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,1.072,,,,1.212
,,,,4.088,,1.368,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,3.02,,,1.8,,,,,
,0.984,,,,1.064,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,3.0,,,3.0,,,,,,
,,3.0,,,,,,,3.0,,,
,,,,,,,,,3.0,3.0,,
,,,,,,,,,,3.0,3.0,
,1.196,,,,,,,,,,,1.136
,,,,,,,3.0,,,,3.0,
,,,,,3.016,,,,,0.496,,
,,,,1.572,,,,,2.592,,,
,,,,,,2.64,,,,,3.24,
,,,,,,1.992,,,3.672,,,
,,,,,,3.0,,,3.0,,,
,,,,,,,,3.0,,,3.0,
,,,0.504,,2.984,,,,,,,
,,,,1.492,,,,2.572,,,,
,,,,,1.08,,,,0.98,,,
,,,,,1.032,,0.992,,,,,
,,,,,,0.12,,,,,,4.92
,,,,,,,,,3.0,3.0,,
,,,,,1.032,,0.992,,,,,
,,,,,,,1.104,,,,,1.184
,,,,,,,,1.476,,,,1.996
,,,,1.96,,,,,,2.48,,
,0.984,,,,1.064,,,,,,,
,,,,,,3.0,,3.0,,,,
,,,3.0,,,,,,,3.0,,
,0.984,,,,1.064,,,,,,,
,,3.0,,,,,3.0,,,,,
,,,,,,,,,2.556,,2.576,
,,,3.0,,,,,,3.0,,,
,,,,,,,,,,,1.188,1.328
,,,,,,,3.0,,,3.0,,
,,3.0,,,,3.0,,,,,,
,,,,,,3.0,,,,3.0,,
,,,,,5.0,0.0,,,,,,
,,,,3.944,,1.584,,,,,,
,3.0,,,,,,,,,,3.0,
,1.196,,,,,,,,,,,1.136
,,3.64,,,,,2.04,,,,,
,,,,1.504,,,,,,,2.544,
,,,,1.028,,,,,,,,2.748
,,,3.0,,,3.0,,,,,,
,,,,,1.032,,0.992,,,,,
,,,,,,,,,3.0,3.0,,
,,3.0,,,,,,3.0,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,3.0,,,3.0,
,,,,,,,3.0,,,3.0,,
3.0,,,3.0,,,,,,,,,
,,,,,,,,,,1.036,,3.016
2.22,,,,2.22,,,,,,,,
,,,,,,,,,3.0,,3.0,
,,,,4.008,,1.488,,,,,,
,,,2.432,1.872,,,,,,,,
,,,,,,,,,1.164,,,1.124
,,,3.0,,,3.0,,,,,,
,,,1.176,,,,,,,,,3.716
,3.0,,,,,3.0,,,,,,
3.0,,,,,,,,,,3.0,,
,,,3.0,,,,,,,,3.0,
,,,,,1.016,,,,,,,0.996
,,,,,,3.0,3.0,,,,,
,,,0.032,,4.872,,,,,,,
3.0,,,,,,,,3.0,,,,
3.0,,,,,,,3.0,,,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,3.0,3.0,,,,
,,,,0.508,2.968,,,,,,,
,,,,,1.064,,,0.984,,,,
,,,,,1.08,,,,0.98,,,
,,,,,,,,,3.0,3.0,,
,,,,,,3.0,,,,,3.0,
,,,2.988,,,,,,,2.988,,
3.0,,,3.0,,,,,,,,,
,,3.0,,,,,,,,3.0,,
,,,3.0,,,,,,,,3.0,
,,,,0.46,3.16,,,,,,,
,,,,1.12,,,,,,,,2.78
,,0.984,,,1.064,,,,,,,
,3.0,,,,,,,,3.0,,,
,1.096,,,,,,,,,,,1.156
,,,,,,3.0,,3.0,,,,
,,,,,,0.12,,,,,,4.92
,,,0.032,,4.872,,,,,,,
,3.0,,,,,3.0,,,,,,
,,,,,,,,,1.22,,,1.26
,,,,1.66,,,,,,,2.62,
,,,,,,,,,3.0,,3.0,
,,,,,,0.12,,,,,,4.92
,,3.0,,,,,,3.0,,,,
3.0,,,,,,,,,,3.0,,
,,,,,,,,,,,1.184,1.344
,2.528,,,,,,,,2.548,,,
,,3.048,,0.528,,,,,,,,
,,,,,3.016,,,,,0.496,,
3.0,,,,,,,3.0,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,,3.0,,,,,3.0,
,2.996,,,,,,,2.996,,,,
3.0,,,,,,3.0,,,,,,
2.208,,,,2.228,,,,,,,,
,,,,,,,3.0,,,,3.0,
,,,,,1.096,,,,0.976,,,
,,,,,,,,3.0,,,3.0,
3.0,,,,,,,,,,3.0,,
,,3.0,,,,,,,3.0,,,
,0.98,,,,1.08,,,,,,,
2.628,,,,,,,,,2.648,,,
,,,,,1.048,,,,,,0.988,
,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,3.0,
,,,,,,,3.0,,,3.0,,
,,,,,,,,3.0,3.0,,,
,,3.0,,,,,,,,3.0,,
,,,,,,,,,3.0,3.0,,
,,,,,1.048,,,,0.988,,,
,3.0,,,,,,,3.0,,,,
,,,,,,,,,3.0,3.0,,
0.996,,,,,1.016,,,,,,,
,3.0,,,,,,,,3.0,,,
,,,,,,,3.0,,,,3.0,
3.0,,3.0,,,,,,,,,,
,,,,,,,,3.0,,,,3.0
,,,,,,3.0,,,3.0,,,
,,,,,,3.0,,,,3.0,,
3.0,,,,,,,,3.0,,,,
3.0,,,3.0,,,,,,,,,
,,,2.972,,,,,,,,3.012,
3.0,,,,,,,,,,,3.0,
,,,,,1.032,,,,,,,0.992
,,,3.0,,,,,3.0,,,,
,,2.888,,,,,,,,2.748,,
,,,,,,,,,,3.0,3.0,
,,,0.032,,4.872,,,,,,,
,,,,,,,,,,3.0,,3.0
0.996,,,,,1.016,,,,,,,
