s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,2.976,,,,,,,,,1.096,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,,,,,,,,0.492,,3.032,,,,,,,
,,,,,,,,1.588,,,,,,,,,,2.328,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,,2.0,2.92
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,3.008,,,,,,,,,,,,,2.988,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,,,,,,2.516,,,,,,,,,,3.116,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,3.0,,,3.0,,,,,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,1.028,,,,,,,,,,,,,1.108,,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,,,,,,,,,,,,,,,3.0,3.0,,,
3.0,,,,,,,,,,,,,,,,,3.0,,,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,,,3.0,,,,,,,,,3.0,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,3.008,,,,,,,,,,,,,2.988,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,,2.752,,,,,,,,1.732,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,0.992,,,,,,,,,,1.032,,,,,,,
,,,,,,,,,2.612,,,,,,,,2.372,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,,,,,,,,,,,1.096,,,0.976,,,,
,,,,0.984,,,,,,,,,1.064,,,,,,,
,,,,,,,,,,2.364,,,,,,,,2.404,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,2.996,,,,,,,,,,,,2.996,,,
,,,,,,,,,,0.98,,,1.08,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,,,,2.984,3.004,,,,,,,,,,,,,
,2.988,,,,3.008,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.096,,,0.976,,,,
,,,2.736,,,,,,,,,2.776,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,1.72,2.36,,,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,3.0,,,,,,,3.0,,,,,,,,,,,
2.296,,,,,,,,,,,2.296,,,,,,,,,
,,,,,,,3.0,,,,,,,,,,,,,3.0
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,,,,,,0.5,,,,3.0,,,,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,1.548,,,,,,,,,,,2.348,,
,,,,,2.996,,,,,,,,,,,,2.996,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,1.62,,,,1.78
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,2.824,,2.824,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,2.696,,,,,,,,,,,,,,2.516,,,,
,,,,,,,,,,,1.348,,,,,,2.688,,,
,,,2.936,,,,2.936,,,,,,,,,,,,,
,,,,,,,,,2.488,,,,,,,,,2.508,,
,,,,,,,,,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,3.0,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,,,,,2.988,,,,3.008,,,,,,,,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,0.46,,,,3.16,,,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,3.0,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,3.0,,,,,,3.0,,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,3.0,,,,,,,,,,,3.0,
,,,,,,,,3.0,,,,3.0,,,,,,,,
,,0.988,,,,,,,,,,,1.048,,,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,3.0,3.0,,,,,,,,,,,,
,,,2.916,,,,,3.056,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,,3.0
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
2.18,,,,,,,,,,,2.2,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,3.0,,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,,3.008,,,,,,,,,2.988,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,1.064,,3.344,,,,,,,,,,
,,,,,,,,,,3.008,,,,,,,,,2.988,
,,,,,,,3.0,,,3.0,,,,,,,,,,
,,,,,2.616,,,,,,1.456,,,,,,,,,
2.748,,,,,,,,,,2.748,,,,,,,,,,
,,,,,,,,2.332,,,2.092,,,,,,,,,
,,,,,,,3.0,,3.0,,,,,,,,,,,
,,,2.62,,,,,,,,,2.76,,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,,,,3.0,,,,,
3.0,,,,,3.0,,,,,,,,,,,,,,,
,,3.0,,,,,3.0,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,3.0,,,,,,,,3.0,,,,,,,,,,,
,,,,0.996,,,,,,,,,1.016,,,,,,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,2.748,,,,,,,,,0.928,,,,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,2.504,,,,,,1.724,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,3.0,
,,,,,,,,,,,,,,,,2.704,,2.684,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,1.7,2.38,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,3.0,,,,,,,,,,,,,,,,,,3.0
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,2.616,,,,,1.596,,,,,,,,,
,,,,,,,,,,,,,1.064,,,,0.984,,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
,,,,,,2.772,,,,,,,,,,3.052,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,,,,,2.476,,,,1.836,,,,,,,,,
,,,,,,,,,,,,,1.096,,,0.976,,,,
,,2.596,,,,,2.456,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,3.0,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,2.892,,,,1.452,,,,,,,,,,,
,,,,,,,,,,2.792,,,,,,2.812,,,,
,,,,,,,,,,,,,,,,2.704,,2.684,,
,,,2.428,,,,,,,,1.548,,,,,,,,,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,2.988,,,,,,,,,,,,,,,,3.008,
,,,,,3.0,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,,,3.0,3.0,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
2.484,,,,,,,,,,,,,,,,,,2.484,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,2.768,,,,,,,,,,,,,,,2.748,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,,,,,,0.46,,,,3.16,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,1.184,,,,,,,,,,,,,1.364,,,,
,,,,,,,,,,,2.924,,,,1.764,,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
2.276,,,,,,,,,,,2.276,,,,,,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,2.436,,,,,,,,,,,,,,,,,2.516,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,2.116,,,,,,,,2.056,,,,,,,,,,
,,,,,3.32,,,,,,,,,,,2.24,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.488,,3.048,,,,,,,
,,,,,,,0.988,,,,,,1.048,,,,,,,
,,,2.264,,,,1.944,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,,,,,,0.024,,,,,,4.904,,,,,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,4.904,,,,,,0.024,
,,1.44,,,,,,,,,,,,,,,,,,1.52
,,,3.0,,,,,,,,,,,,3.0,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,1.644,,,,,,,,2.544,
,,,,,,,,,,,2.168,,,,,,,2.248,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,2.656,,1.476,,,,,,,,,,,,,
,1.9,,,,,,2.4,,,,,,,,,,,,,
,,,,,,,,,,2.948,,,,,,,,2.968,,
,,,,4.688,,,0.188,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,0.98,1.08,,,,,,,
,2.692,,,,,,,,,,,,,,,,,2.792,,
,,,,,,2.988,,,,,,,,,,,,,3.008,
,3.952,,,,,,0.752,,,,,,,,,,,,,
,,,,,,,4.944,,,,,,,0.084,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
2.852,,,,2.852,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,,,,,,,,,,,,,,2.06,2.1,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,4.268,,,,0.388,,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,1.828,,,,,,,,,,,,,,,,1.788,,
,,,,,,,,,,,,,4.904,,,,,,0.024,
,,,,,,,2.004,,,,,,,,,,,,,2.044
,,,,,,,,,,,,,,,,3.0,3.0,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,,,,,,2.156,,,,,,,,,2.196,
,,,,,,,,,,,0.512,,2.952,,,,,,,
,,,,,,,,,,,1.416,2.536,,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,,,,,,,,4.904,,,,,0.024,,
,,,,,,,,,,,,,,0.0,,,,5.0,,
,,1.476,,,,,,,,,,,,,,1.396,,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,,1.408,1.488
,,,,,0.996,,,,,,,,,,,,,1.016,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,,,,,1.352,,2.172
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,3.008,,,,2.988,,,,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,,,,,,3.0,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,,,2.036,,,,,,,,,,,,,1.996,,,
,,,,,,,,,,,1.692,,,,,,,,2.612,
,,,,,,,,0.024,,,,,4.904,,,,,,,
,,,,,,,,2.584,,,1.664,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,1.112,,,,0.972,,,
,,,,,,,,,,,,,,,2.984,,,3.004,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,2.5,,,,,,,3.26,,,,
,,,,,2.996,,,,,2.996,,,,,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,2.772,,,,,,2.792,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,3.0,,,,,,,3.0,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,3.0,,,,,,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,,,,,,2.66,,,,,1.44,,,,,,,,,
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,,,3.0,,,,,,3.0,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,0.984,,,,,,,1.064,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,,,4.944,,,,,,,0.084,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,2.528,,,,,,,,,,1.568,,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,1.412,,,,,,2.652,,,
,,3.348,,,,,0.908,,,,,,,,,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,2.996,,,,,,,2.996,,,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,2.04,1.56,
,,,3.0,,,,,,,3.0,,,,,,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,3.52,,,,0.78,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,,2.984,,,3.004,,
,,,,0.996,,,,,,,,,1.016,,,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,,,3.464,,,,,,,2.304,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,,,,4.688,,,0.188,,,,,,,,,,,,,
,,,,2.52,,,,,,,1.28,,,,,,,,,
,,,,,,,,,,,,,1.032,,0.992,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,2.456,,,,,,,,,,,,,,,,2.476,,
,,,3.0,,,,,2.8,,,,,,,,,,,,
,,,,,,,,,,,3.096,,,,1.856,,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,,,,,,,,,,1.584,,,,,,,,2.564,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,3.448,,,,,0.848,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.976,,,,3.016,,
,,,,,3.0,,,,,,,,,,,3.0,,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,2.988,,3.008,,,,,,,,,,,,,,,,,
,,,,,,,1.912,,,,,,,,,,,2.412,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,0.472,,,,3.112,,,,,,,
,3.896,,,,,,,,,,,1.656,,,,,,,,
,,,,,,2.976,,,,,,,,,,,,,,3.016
,,,,,,,,,,2.476,1.476,,,,,,,,,
,,2.584,,,,,,,,,1.484,,,,,,,,,
,,,,,,,,,,0.98,,,1.08,,,,,,,
,,,,,,,,,,,,2.904,,,,,,2.924,,
,,,,,,,,,,,,,1.064,,,,,,0.984,
,,,,,,2.536,,,,,1.556,,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,,,0.024,,,,,4.904,,,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,3.0,,,,
,,,,,,,,2.448,,,1.728,,,,,,,,,
,,2.456,,,,,,,,,,,,,,,,2.476,,
,,,,,,,,,,,,,,,3.0,,,,3.0,
,,,,,,,,,,,1.632,2.572,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,1.912,,,,,,,,,,,2.412,,
,,,,,,,4.944,,,,,,,0.084,,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,,,,,,2.988,,,,,,,,3.008,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,,,0.996,,,,,,,,,,,,,1.016,,
2.288,,,,,,,,,,,2.288,,,,,,,,,
,,,,3.0,,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,3.188,,,,,,,,,0.948,,,,,,,,,
,,,,,,,2.116,,,2.456,,,,,,,,,,
,,,,,,,,,,,1.784,,,,,,,2.684,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,4.884,,,,,,0.084,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,2.744,,,,,,,1.104,,,,,,,,,
,2.508,,,,,,,,,,1.428,,,,,,,,,
,,,3.008,,,,,,,2.988,,,,,,,,,,
,,,,,,,,,,,1.668,,,,,,,,2.508,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,2.156,,,,1.996,,,,,,,,,,,,,
,,,,,,,2.388,,,,,,,,,,,2.488,,
,0.496,,,,,,,,,,,,3.016,,,,,,,
,,,,,,,3.0,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,,2.948,2.868,
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,2.916,,,,,,,,,,,,,,1.856,,
,,,,,,,2.296,,,,1.996,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,2.348,,,1.728,,,,,,,,,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,,,,0.988,,,,,,1.048,,,,,,,
,,,,3.0,,,,,3.0,,,,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.868,2.868,,
,,,,,,,,,,,,,1.08,,,0.98,,,,
,,,,,,,,,,,3.984,,,1.524,,,,,,
,,3.284,,,,,,2.264,,,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,3.0,,,,,
,,,,,,,,3.0,,,,,,,3.0,,,,,
,,,,,,,,,,,,,1.032,,,,,,,0.992
,,,,,,,,,,,,,,,3.0,,,,,3.0
,0.496,,,,,,,,,,,,3.016,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,2.72,,,,,,1.3,,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,2.644,,,,,,,,1.364,,,,,,,,,
,,,,,,,,2.576,,,1.656,,,,,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,2.088,,,,,,,1.788,,,,,,,,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,2.896,,,,,2.656,,,,,,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,2.74,,,,,,,,1.34,,,,,,,,,
,,,,,,3.0,,,,,,,,,,3.0,,,,
,,,,,,,3.0,,,,,,,,,,,,,3.0
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,3.0,,,,,,,,,,,,,,3.0,,,
,,0.992,,,,,,,,,,,1.032,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
2.252,,,,,,,,,,,2.252,,,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,0.992,,,,,,,,,,1.032,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,,,,,3.0,,,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,2.748,,,,,,,,,,3.168,,,,
,,,,2.68,2.22,,,,,,,,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,2.276,,,,,1.836,,,,,,,,,
2.24,,,,,,,,,,,2.26,,,,,,,,,
,,2.884,,,,,,,,,0.784,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,3.0,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,,,,3.0,,,,,,3.0,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,3.0,,,,,,,,,,,,,,,,3.0,
,,,,2.8,,,,,,,,,,,,,2.8,,,
,,,,,,,3.0,,,,,3.0,,,,,,,,
,,4.404,,,,,,,,,,,,,,,,0.324,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,2.216,,,,,,,,,,,2.676,
,,,,,,,,,,,,,,,,1.388,,1.908,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,1.204,,,,,,,,,,,,,1.304
,,3.0,,,,,,,,,,2.98,,,,,,,,
,,,2.712,,,,,2.732,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,1.928,,,,,,,,,,,,2.608,,
,,,,,,,,,3.336,,,,,,2.496,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,2.396,,,1.616,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,3.0,,,,,,,,,,,,3.0,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,,,1.42,,2.38
,,2.66,,,,2.82,,,,,,,,,,,,,,
,,,,,,,,,,,1.252,,,,,,2.752,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,0.984,,,,,,1.064,,,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,3.0,,,,,,,,
,3.028,,,,,,,,,,,2.928,,,,,,,,
,,,,,,,,,,,1.736,,,,,,,,2.416,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,,2.516,,,,,,,,1.456,,,,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,,,,,1.448,,,,,,,2.668,,
,3.0,,,,,3.0,,,,,,,,,,,,,,
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,2.724,,,,,,,,,,,,,,,,2.724,,
,,,,,,,,,,,,,4.904,,,,,0.024,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,0.492,,,,,,,,,,,,3.032,,,,,,,
,2.996,,,,,,,,,,,,,,,,2.996,,,
2.932,,,,,,,,,,,,,,,,,,2.932,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,,3.0
,,,2.404,,,,,,,,,,,,,,,2.524,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,2.624,,,,,,,,,,1.444,,,,,,,,,
,,,,,,,,,0.5,,,,3.0,,,,,,,
,,,,,,,,,2.476,,,,,,,,,2.336,,
,,,,,,,,,,0.98,,,1.08,,,,,,,
3.0,,,3.0,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,2.536,,1.396,,,,,,,,,
