s_0_score,s_10_score,s_11_score,s_12_score,s_13_score,s_14_score,s_15_score,s_16_score,s_17_score,s_18_score,s_19_score,s_1_score,s_20_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,,,,,,,,,,,,2.984,,,3.004,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,,,,,2.8,,,,,,,,,,2.68,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,,1.34,,,,,,3.28,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,3.0,,,,,,,,,,,3.0,,,
3.0,,,,,,,,,3.0,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,0.848,,,,,2.828,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,2.388,2.408,,,,,,,,,,,,,
,,,2.432,,,,,,,,1.472,,,,,,,,,
,3.0,3.0,,,,,,,,,,,,,,,,,,
1.04,,,,,,,,,,,,,,,,,1.06,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,,,,2.896,,,,2.896,,,,,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,3.004,,,,2.004,,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,3.0,,3.0,,,,,,,,,,,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,,,,2.144,,,1.464,,,,,,,,,,,,,
,,,,,0.992,,,,,,,,1.032,,,,,,,
,,,,,2.932,,1.392,,,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,,,,0.988
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,1.144,,,,,,,,,,,,,1.244
,3.0,,3.0,,,,,,,,,,,,,,,,,
,2.984,,,,,,,,,,,,,,,,,3.004,,
,,,,,,,,,,,,,1.064,,,,,,0.984,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,2.156,,,,,,,,,,,1.936,,
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,1.812,,,,,,,2.552,,
,,2.608,,,,,,,,,1.028,,,,,,,,,
,,1.156,,,,,,,,,,,,,,,1.096,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,,,,,3.0
,,,,,,2.5,,,,,,,,,,,2.52,,,
,,,,,,,,,2.476,,,,,,,,,2.336,,
,,,,,,,,,,,,,1.08,,,0.98,,,,
,,,,,,,2.46,,,,,,,,,,2.4,,,
,,,,,,,,,,,,,,,,,1.108,,1.028,
,,,,,,,2.36,,,,,,,,1.28,,,,,
,,,,,,,0.992,,,,,,1.032,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,,,,,,2.656,,,,,,,,,,,,2.556,
,3.0,,,,,,,,,3.0,,,,,,,,,,
,,,,,,,,,,,3.248,,,,1.868,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,2.664,2.644,,,,,,,,,,
,,,,,,,,,,,,1.024,,,,,1.144,,,
,,,,,,2.416,,,,,1.616,,,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,1.78,,,,,,,,,,1.84
,,,2.5,,,,,,,,,,,,,,2.52,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,,,2.52,,1.46,,,,,,,,,
,,3.584,,,,,,,,,,,,,2.124,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,2.84,2.82,,,,,,,,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,3.0,,,,3.0,,,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,4.688,,,,,,,,,,,,,,,,0.168,,
,,,2.5,,,,,,,,,,,,,,2.52,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4.936,,,,,0.016,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,2.688,,3.208,,,,,,,,,,,,,,,
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,,,,,,,,,1.016,,,,,1.176,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,,1.064,,,,,,,,,,,,1.104,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,,,,,3.0,,,,,3.0,,,,,,,,,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
2.456,,,,,,,,,,,,,,,,,,2.476,,
,0.492,,,,,,,,,,,,3.032,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,,,,2.76,,2.74
,,,,3.0,,,,,,,,,,,,,,,3.0,
,3.0,3.0,,,,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,0.5,,,,3.0,,,,,,,
,,,,,,,,,1.268,,,,,,,,2.308,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,,,,1.872,,,1.432,,,,,,,,,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,,3.0,,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,,,,,,2.984,,,3.004,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,2.652,,,,,,,,,,1.572,,,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.072,,,4.952,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,3.0,,,,,,3.0,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
2.456,,,,,,,,,,,,,,,,,,2.476,,
,,,3.008,,,,,,,,,,,,,,,,2.988,
,3.0,,,,,,,,,,,,,,,,,,,3.0
,,,,,3.0,3.0,,,,,,,,,,,,,,
,,,,,,,,,,2.496,,,,,,3.336,,,,
,,2.808,,,,,,,,,,,,,,,,,,2.828
,,,,,,3.0,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,1.08,,,0.98,,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.52,,,2.5
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,,,,,,2.644,,,,,1.344,,,,,,,,,
,,,,,,,4.008,,,,,,,1.488,,,,,,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.988,,,,3.008,
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,3.0,,,,,,,,,,,3.0,
,,,,,3.0,,,,,,,,,,,,,,,3.0
,,,,,,,,2.664,,,,2.204,,,,,,,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,3.0,,,,
,,,2.488,,,,,,,,1.428,,,,,,,,,
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,2.964,,,,3.024,,
,,,,,,,,2.656,,,,,,,,,,2.736,,
,,,,,,,,,,,,,1.064,,,,,,0.984,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,3.0,,,3.0,,,,,
,,,3.0,3.0,,,,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,,,,2.46,,,,,,,,,,2.4,,,
,3.0,,,,,,,,,,,,,,,,,,,3.0
,,1.28,,,,,,,,,,,,,,,1.22,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,,,,,,,,,1.268,,,,,,,,2.308,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,,,,,2.176,,,2.176,,,,,,,,,
,,,2.644,,,,,,,,1.504,,,,,,,,,
,,,,,1.648,,,,,,,,,,,,,2.028,,
,,,,,,0.984,,,,,,,1.064,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,,,,0.072,,,4.952,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,0.484,,3.064,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,1.044,,1.164,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,,2.996,,,,2.996,,,,,,,,
,,,3.0,,,,,,,,,,,3.0,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,2.764,,,,,,,,1.184,,,,,,,,,
,,,,,,,,2.784,,,,2.564,,,,,,,,
,,,,,,,,,,,,2.332,,,,,,2.432,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,2.932,,1.392,,,,,,,,,,,,,
,,1.356,,,,,2.136,,,,,,,,,,,,,
,,1.94,,,,,,,,,,,,,,,,2.22,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,3.0,,,,,,,,3.0,,,,,,,,,,
,3.0,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,,,,,,,,,,1.016,,,,,1.176,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,3.0,,,,,,,3.0,,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,2.988,,,,,,,,,,,,,,,,,,3.008,
,,2.5,,,,,,,,,,,,,,,2.52,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,,,3.0,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,0.976,1.096,,,,,,,
,,,,,,,,,,,,,,,,,1.108,,1.028,
,,,,,,,,,,,,,,,,,,,3.0,3.0
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,,,,,1.408,,,,,,,2.708,,
,,,,,,0.98,,,,,,,1.08,,,,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
,,,,,,1.048,,,,,,,,,,,1.268,,,
,,,,,,0.98,,,,,,,1.08,,,,,,,
3.0,,,,,,,,,,,,,,,,3.0,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,2.776,,,,,,,,2.936,,
,,3.0,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,,,2.656,,,,,,,,2.696,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,,,2.312,,,3.172,,
,,,,,,,,3.0,3.0,,,,,,,,,,,
,,,,,,,,,,,2.04,,,,,,,,2.34,
,,,,,,,,,,,,3.0,,,,,,,3.0,
,,,,,,,,,,,,0.976,1.096,,,,,,,
,,,,,,,,,,,,3.0,,,,,,,3.0,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,,,,3.0,,,,3.0,,,,,,,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.044,,1.164,,,
,,,3.0,,,,,3.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.456,2.456,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,3.0,,,,,,,,,,,,,,,,3.0,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,2.968,,,,,,,,,2.888,,,,,,,,,,
,,,,,,2.772,,,,,,,,,,,,,,3.152
,,,3.0,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,,,,,2.312,,,,1.792,,,,,,,,,
,,2.952,,,,,,,,2.912,,,,,,,,,,
,,,,,,,,,,,1.324,,,,,,,,,2.544
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,2.908,,,,,,,,,0.848,,,,,,,,,
,0.556,,,,,,,,,,,,,,,,3.016,,,
,2.712,,,,,,,,,,1.452,,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,1.412,,,,,,2.392,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,3.0,3.0,,,,,,,,,,,,,,
,,,,,,,,,2.148,2.488,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,,2.432,,,,,,,,,2.512,,,
,,,,,,,,,,,,,,3.0,3.0,,,,,
,,,,,3.0,,,,,,,,,,,,,,3.0,
,2.1,,,,,,2.22,,,,,,,,,,,,,
0.996,,,,,,,,,,,,,,,,,,1.016,,
2.996,,,,,,,,,,,,,,,,2.996,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,2.9,,,,,,,,,,1.22,,,,,,,,,
,,,2.772,,,,,,2.372,,,,,,,,,,,
,,,,,,,,,,,,,1.016,,,0.996,,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,0.996,,,,,,,,1.016,,,,,,,
,,,,,,,2.656,,,,,,,,,,,,2.556,
,,,,,,,,,,,,,,,2.312,,,3.172,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,,,,,,,,3.0,,,,,,3.0,,,,
,,,,,,,,,,2.808,,,,,,2.788,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,,,,,0.992,,,1.032,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,,3.0
0.996,,,,,,,,,,,,,,,,,,1.016,,
,,,,,,,,,,,1.176,,,,,,2.376,,,
,,3.0,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,3.0,,,,,3.0,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,1.784,,,,1.804,,,,,,,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,2.548,,,,1.708,,,,,,,,,
3.0,,3.0,,,,,,,,,,,,,,,,,,
,,,3.0,,,,,,,,,,,,,,,,,3.0
1.04,,,,,,,,,,,,,,,,,1.06,,,
,,,,3.0,3.0,,,,,,,,,,,,,,,
,,,,0.988,,,,,,,,,1.048,,,,,,,
,,,,,,,,,3.0,,,,,,,,3.0,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,3.0,,,3.0,,,,,,,,,,,,,,
,,,,2.92,,,,,,,1.02,,,,,,,,,
,,,,,,,,,,,3.004,,,,1.744,,,,,
,,,,,,,,2.436,,,1.736,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,,,,0.988
,3.0,3.0,,,,,,,,,,,,,,,,,,
2.4,,,,,,,,,,,2.4,,,,,,,,,
,,,,,,2.888,,,,,,,,,,,,,,2.908
,,,,,,,,,,,,2.844,,,,,,,,3.104
,,,3.0,,,,,,,,,,,,,,,,,3.0
,,,,3.0,,,,,3.0,,,,,,,,,,,
,,,,,,,,,3.0,,,3.0,,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,,,,,,2.652,2.672,,
,3.0,,,,,,,,,,,,,3.0,,,,,,
3.0,,,,,,3.0,,,,,,,,,,,,,,
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,,,,3.0,,,,,,,,,,3.0,,,,,
,,,0.988,,,,,,,,,,1.048,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,3.0,,,,3.0,,,,,,,,,,,
,,,,,,3.0,,3.0,,,,,,,,,,,,
,,,,,,,4.936,,,,,,,0.096,,,,,,
,,,,,,2.356,,,,,1.776,,,,,,,,,
,3.0,,,,,,,,,,,,,,,3.0,,,,
,,,2.668,,,,,,,,1.228,,,,,,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,,,,,,,,0.976,1.096,,,,,,,
,,,,,,,,,,3.0,,,,,,,3.0,,,
,,,,,,,,,2.436,,,,,,,,,2.516,,
,,,,,,,,,,,,,1.048,,,,0.988,,,
,,,,,,,,,,,2.012,2.452,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,0.996,,,,,,,,,,1.016,,,,,,,
,,,,,,,,,,3.0,,,,,,,,,3.0,
,,,,,,,,,2.22,,,,,,,,2.56,,,
,,,,,,2.004,1.744,,,,,,,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,,,,,,2.58,,,,,,,,,,,,2.92
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,,,,,1.048,,,,,,,0.988
0.996,,,,,,,,,,,,,1.016,,,,,,,
,,3.0,,,,,,,,,,,,,,3.0,,,,
,,,,,,,1.656,,,,,2.176,,,,,,,,
,,0.992,,,,,,,,,,,1.032,,,,,,,
,,,,,,,,,,,,,,,,,,2.748,2.748,
,,,,,,,,,3.0,,,,,,,,,,,3.0
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,3.0,,3.0,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
3.0,,,,,,,,,,3.0,,,,,,,,,,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,,,1.1,,,,,,,,,,,,,1.0,,
,,,,,,,,,3.0,,,,,,3.0,,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,,,,,,,2.748,2.748,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,3.0,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,,,3.008,,,2.988,,,,,
,,,,,,2.444,,,1.764,,,,,,,,,,,
,,,,,,2.288,,,,,,,,,,2.308,,,,
,,,,3.0,,,,,,,,,,,,,,,3.0,
,0.488,,,,,,,,,,,,3.048,,,,,,,
,,3.0,,,3.0,,,,,,,,,,,,,,,
,,,3.0,,,,,,,3.0,,,,,,,,,,
,3.0,3.0,,,,,,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,,,,,2.38,1.92,,,,,,,,,
,,,,,3.0,,,,,,,,,3.0,,,,,,
,,,,,,2.152,2.232,,,,,,,,,,,,,
,,,,,,,,,2.364,,2.024,,,,,,,,,
,,,,,,3.0,,,3.0,,,,,,,,,,,
,,,,,,,,,,,1.788,,,,,,,2.468,,
,,,,,3.0,,,3.0,,,,,,,,,,,,
,3.0,,,,,,,,3.0,,,,,,,,,,,
3.0,,,,,,,,,,,,,,3.0,,,,,,
,,3.0,,,,3.0,,,,,,,,,,,,,,
,3.0,,3.0,,,,,,,,,,,,,,,,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,,,,,2.996,,,,,2.996,,,
3.0,,,,,,,,,,,,,,,,,,,,3.0
,,,,,,,,,,,,,1.048,,,,,0.988,,
,,,,,,2.996,,,,,,,,,,,2.996,,,
,,,,,1.432,,,,,,,,,,,,,,,2.652
,,,,,,,,,,,3.824,,,1.764,,,,,,
,3.0,,,,,,,,,3.0,,,,,,,,,,
3.0,,,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,,1.608,,,,,,,,1.428,,
,,,,,,2.164,,,,,,,,,,1.624,,,,
,,,,,,,,,3.0,,,,,,,,,,3.0,
,,,,,2.4,,1.6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,3.0,,,,,,,,3.0,,,,,,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,,,,,,0.984,1.064,,,,,,,
,,,,,,,,,,,,,,,3.0,3.0,,,,
,,,,,,,,,,,,3.0,,,,,3.0,,,
,,,,,,3.0,,,,,,,,,,,,,3.0,
3.0,,,,3.0,,,,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
,,,,,,,,,,,,,,,2.9,,,3.02,,
,,3.104,,,,,,,,,,,,,,,,1.664,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,0.988,,,,,,,,,1.048,,,,,,,
,,,,,,,,3.0,,,,,,,,,,,,3.0
3.0,,,,3.0,,,,,,,,,,,,,,,,
,3.0,,,,,,,,,,,,,,,,,,3.0,
,,,,,,,,,,,1.244,,,,,,,,,2.724
,,,,,,,,,,,,,,,,2.58,,,,2.82
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,3.0,,,,,,,,,,,,,,,,3.0
,,,,3.044,,,,,,,,,,,,,,1.064,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,,,3.28,,,2.58,,,,,,,,
,,,,,,,,,,,,,,3.0,,3.0,,,,
,,,,,,,,3.0,,,,,,,,3.0,,,,
,,,,,,,1.068,,,,,,,,1.008,,,,,
3.0,,,,,,,,,,,,3.0,,,,,,,,
,,,,,,,,2.888,,,,,,,,,,2.988,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,,,,,,,0.936,,,,,2.876,,,,
,,,,,,,,,,3.0,,,,,,,,,,3.0
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,3.0,,,,,,,,,,,,,,,3.0,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,,,,,,,3.0,,3.0,
,,,,,2.4,,1.6,,,,,,,,,,,,,
,,,,,,,,3.0,,,,,,,,,3.0,,,
,,3.184,,,,,,0.644,,,,,,,,,,,,
,2.28,,,,,,1.7,,,,,,,,,,,,,
,,3.216,,,,,,,,,,,,,2.676,,,,,
,,3.072,,,,,,2.072,,,,,,,,,,,,
,,,,,,,,2.332,,,1.772,,,,,,,,,
,,,,,,,2.028,,2.308,,,,,,,,,,,
,,,,,,1.156,,,,,,,,,,,,2.836,,
,,,,,,0.98,,,,,,,1.08,,,,,,,
,,,,,,,,,,,,,,,,4.848,,0.068,,
,,,,,,3.0,,,,,,3.0,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,3.252,,1.432,,,,,,,,,,,,,
,,,,,,,,,,,,,1.032,,,0.992,,,,
,,,,,3.0,,,,,,,,,,,,,,,3.0
,,,,,,,,3.0,,3.0,,,,,,,,,,
,,,,,,,2.612,,,,,,,,1.672,,,,,
,,,,,,2.492,,1.912,,,,,,,,,,,,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,1.176,,,,,,,,,2.376,,,,
,,,,,3.22,,,,,,,,,,,,,1.26,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,3.0,3.0,,,,,,,,,,,,,,,,,
,,,,,,1.156,,,,,,,,,,,,2.836,,
,,,,,,,,,,,,,,,,3.0,,,3.0,
,,,,,,,2.252,,,,2.052,,,,,,,,,
,,,,3.016,,,,,,,,,,,2.976,,,,,
,,,,,,,,,,,,,,,3.0,,3.0,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
,,,,,,,,,,,4.072,,,1.392,,,,,,
,,3.0,,,,,,,3.0,,,,,,,,,,,
,,,,3.0,,,,,,,,,,3.0,,,,,,
,,,,,,2.616,,,,,,,,,,,,,,3.256
,,,,1.676,,,,,,,,,,,,,,1.696,,
,,3.0,,,,,,,,,,,,,,,,,3.0,
,,,,,,,1.748,2.468,,,,,,,,,,,,
,,,,3.0,,,,,,,,,,,,3.0,,,,
,,,,,,,,,,,1.58,,,,,,2.58,,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,3.0,,,,,,,,,3.0,,,,,,,,
,,3.0,,,,,,,,,,,,,3.0,,,,,
,,,,,,,,,2.368,,,,,,,,,2.468,,
,3.0,,,,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,,,,3.0
,,,,,,,,,,0.984,,,1.064,,,,,,,
,,,,,,,,,,3.0,,,,,3.0,,,,,
,,,,3.0,,,,,,3.0,,,,,,,,,,
,,,,3.0,,,,,,,,3.0,,,,,,,,
,,,,,,,,,3.0,3.0,,,,,,,,,,
,,,,,,3.0,,,,3.0,,,,,,,,,,
,,,,,,,,,,,1.88,,,,,,,,2.3,
,,,,,,,,,,2.384,,,,,,,,2.604,,
,,,,,3.0,,,,,,,3.0,,,,,,,,
,,,,,,,,,,3.008,,,,,2.988,,,,,
,3.0,,,,,,,,,,,3.0,,,,,,,,
,,,3.0,,,,,,3.0,,,,,,,,,,,
,3.0,,,,,,,3.0,,,,,,,,,,,,
,,,,,,,2.664,,,,1.704,,,,,,,,,
,,,,,,,1.396,,,,,3.276,,,,,,,,
,,,,,,,4.888,,,,,,,0.168,,,,,,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,2.612,,,,,,,,1.672,,,,,
,,,2.592,,,,,,,,1.412,,,,,,,,,
,,,,,,,,,,,,,,,3.0,,,,,3.0
,,,,2.8,2.76,,,,,,,,,,,,,,,
,,,,,,,3.292,,,,,,,,,1.152,,,,
,,,,,,,,0.448,,,,,3.208,,,,,,,
,,,,,,,,1.6,,,,,,,,,,2.6,,
,,,,,,,,,,,,,,,,4.516,,0.276,,
,3.088,,,,,,,,,,,,,2.868,,,,,,
,,,,,,,,,1.724,,,,,,,,,2.724,,
,,,,,,2.708,,,,,,2.988,,,,,,,,
,,,,,,,,,,3.0,,,,3.0,,,,,,
,,,,,,,,,,,3.92,,,1.62,,,,,,
,,,,,,,,,,,,,5.0,0.0,,,,,,
,,,,,,,1.396,,,,,3.276,,,,,,,,
,,,3.0,,,,,,,,,,,,,3.0,,,,
,,,,,,1.736,,,,,,,,,,,,2.556,,
,,,,,,,,,,,3.872,,,1.692,,,,,,
,,,,2.788,,,,,,,1.008,,,,,,,,,
,,,,,,,,,,,,3.0,,3.0,,,,,,
,,,,,3.0,,,,,,,,,,,,3.0,,,
