s_0_score,s_10_score,s_11_score,s_12_score,s_1_score,s_2_score,s_3_score,s_4_score,s_5_score,s_6_score,s_7_score,s_8_score,s_9_score
,,,,1.372,,,,,,,,2.652
,2.74,,,,,,1.74,,,,,
,,,,,,,1.764,,,,,2.784
3.0,,,,,,,3.0,,,,,
2.32,,,,2.34,,,,,,,,
,,,,,1.048,,,0.988,,,,
,,,,,,,,1.492,,,,1.312
,,,,,,,,,,1.296,,2.116
,1.628,,,,,,,,1.948,,,
,,,1.656,,,,,,,,,1.756
,,,,,,,,2.008,,,1.728,
,0.984,,,,1.064,,,,,,,
,,,,,,,,1.072,,,1.092,
,,1.74,,,,,,,,,2.24,
,,,3.008,,,2.988,,,,,,
,,,1.552,,,,,,,1.932,,
,2.636,1.436,,,,,,,,,,
,,,,,1.032,,,,0.992,,,
,,,3.008,,,2.988,,,,,,
,2.636,1.436,,,,,,,,,,
,,,,1.332,,,,,,,2.692,
,,,,,,0.0,,,,,,5.0
,,,,,1.032,,,,,0.992,,
,,1.444,,,,,,,,,,2.524
,1.948,,,,,,,,,,,1.688
,,,,,,2.952,,3.032,,,,
,,,2.452,1.512,,,,,,,,
,,,2.408,1.748,,,,,,,,
,,,,,1.032,,0.992,,,,,
0.996,,,,,1.016,,,,,,,
,,2.564,,1.544,,,,,,,,
,,,,1.392,,,,2.552,,,,
,,,,,,,,1.084,,,,1.044
,,,,,,2.952,,3.032,,,,
,,,0.98,,1.08,,,,,,,
2.996,,,,,,,,,,,,2.996
,,,,,1.032,,0.992,,,,,
3.0,3.0,,,,,,,,,,,
,,1.316,,,,,,,2.236,,,
,,1.82,,,,,,,2.14,,,
,,,,1.34,,,,,,,,2.72
1.684,,,,,,,,,,1.684,,
,,1.82,,,,,,,2.14,,,
,,,1.696,,,,,,,1.876,,
,,,2.008,,,,,,1.588,,,
3.0,3.0,,,,,,,,,,,
,,,1.536,,,,,,,1.996,,
,,,,1.632,,,,,,,,2.392
,,,2.592,1.792,,,,,,,,
3.0,3.0,,,,,,,,,,,
,,,,,,,,,1.564,,,2.324
,,,,,,,,,,1.752,,1.912
,,,,,,2.976,,,,3.016,,
,2.084,,,,,,,,,,1.844,
,,3.672,,,,1.992,,,,,,
,,,,,,1.548,,,,,,3.968
,,,,3.088,,,1.828,,,,,
,,,,,,,2.972,3.012,,,,
,,,1.1,,,,,,,,1.14,
,,,,,,,,,,1.708,,1.908
3.0,,,,,,,,,3.0,,,
,,,3.008,,,2.988,,,,,,
,3.0,,,,,,,,3.0,,,
,,1.788,,,,,,,,,2.108,
,,0.516,,,2.936,,,,,,,
,,2.072,,,,,,,,,2.112,
3.0,,,,,,,3.0,,,,,
3.0,,,,,,,,,3.0,,,
,,,2.008,,,,,,1.588,,,
,,,,1.452,,,,2.612,,,,
3.0,3.0,,,,,,,,,,,
,,,,,1.032,,,0.992,,,,
,3.504,,,,,2.244,,,,,,
,,,,,,,,4.584,0.204,,,
1.656,,1.676,,,,,,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,,,,,,1.916,1.596,
2.932,,,,,,,,,2.932,,,
,,,,,4.872,,,,0.032,,,
2.456,,,,,,,,,,,2.456,
,,,,,,,3.0,,3.0,,,
,,,,,,3.0,,,3.0,,,
2.988,,,,,,,,2.988,,,,
,,3.168,,,,,2.328,,,,,
,,,,3.148,,,1.908,,,,,
,2.048,1.808,,,,,,,,,,
,,,,,1.032,,,,,0.992,,
,,,,,,,,,1.092,,,1.012
2.3,,,,2.3,,,,,,,,
1.684,,,,,,,,,,1.684,,
,,,,,1.032,,0.992,,,,,
,3.504,,,,,2.244,,,,,,
,1.848,,,,,,,,,1.628,,
,,,,,,1.548,,,,,,3.968
,,,,4.016,,1.476,,,,,,
,,,,,,,,,1.092,,,1.012
,1.72,,,,,,,,,,2.02,
,,,,,,,,1.888,,,1.688,
,,,,3.008,,,1.828,,,,,
2.62,2.62,,,,,,,,,,,
,,,,,,3.0,3.0,,,,,
,,2.52,,1.6,,,,,,,,
2.744,,,,,,,,,,2.744,,
,,,,,,,,,,1.56,1.88,
,,,,,,,,,1.352,,1.272,
,,,,1.616,,,,,,,2.516,
,1.444,,,,,,,1.224,,,,
,,,,,1.032,,0.992,,,,,
,,,,1.348,,,,2.688,,,,
,,1.412,,,,,,,2.212,,,
3.0,,,,,,,,,3.0,,,
,,,2.048,,,,,,,,1.848,
,1.22,,,,,,,1.14,,,,
,,,,,,,,,1.124,,1.004,
3.0,,,,,,,,,3.0,,,
0.996,,,,,1.016,,,,,,,
,,,,,,,,1.024,,,,1.024
,,,,1.624,,,,,,,,2.464
,3.504,,,,,2.244,,,,,,
,,3.672,,,,1.992,,,,,,
,,2.528,,1.688,,,,,,,,
,,,,,,,,,,,1.736,1.996
,,,,,,3.0,3.0,,,,,
,,,0.988,,1.048,,,,,,,
,,,,,1.016,,,,0.996,,,
,2.044,,,,,,,,,1.764,,
,,,,,,,,,1.092,,,1.012
,,,,,,,,,,,1.444,2.104
,,,,,,,,2.0,1.68,,,
,,,,,,0.024,,,,,,4.984
,,,,,1.032,,0.992,,,,,
2.424,,,,,,,,,,,2.444,
,2.124,1.564,,,,,,,,,,
,,,,,,,2.972,3.012,,,,
2.988,,,,,,,,2.988,,,,
,,,,3.132,,,1.832,,,,,
,,,0.984,,1.064,,,,,,,
,,2.528,,1.748,,,,,,,,
,,,,,,,,2.0,1.68,,,
,,,2.068,,,,,,,,1.728,
1.656,,1.676,,,,,,,,,,
,,,1.092,,,,,1.112,,,,
,,,,,,,2.0,,,,3.66,
,2.12,1.56,,,,,,,,,,
,,,3.008,,,2.988,,,,,,
,,,,,,,,,1.788,,1.708,
,,,,,,,,1.12,,,,1.04
,,,,,,,,1.888,,,1.688,
,,,2.096,,,,,,,1.976,,
,,,,,,,2.984,3.004,,,,
,,2.18,,,,,,,,1.94,,
,,0.772,,,,,,2.812,,,,
,,,,,1.064,,,0.984,,,,
,,,,,,0.036,,4.976,,,,
,,,,1.652,,,,,,,,2.492
,,,,,,3.0,,,3.0,,,
2.988,,,,,,,,,,,,2.988
,,3.672,,,,1.992,,,,,,
,,,,,,3.0,,,3.0,,,
,,,,,,0.024,,,,,,4.984
,,,,1.304,,,,,,,,2.624
,,2.18,,,,,,,,1.94,,
,,,,,1.032,,,,,,0.992,
2.744,,,,,,,,,,2.744,,
,,,,,,,,1.776,1.836,,,
,,,,,,,,,,1.364,,1.884
,,,,1.38,,,,,2.6,,,
,,0.52,,,2.92,,,,,,,
,,,,1.276,,,,2.616,,,,
,,,,3.06,,,1.76,,,,,
,,,,,1.048,,,,,0.988,,
,2.12,1.56,,,,,,,,,,
,,,,0.536,2.856,,,,,,,
,,,,,,,,1.568,,,1.868,
,,,,,1.064,,,0.984,,,,
,,,,,,,,1.776,1.836,,,
,,,1.576,,,,,,,,1.656,
,,,3.016,,,,2.976,,,,,
,,,,,,3.0,3.0,,,,,
2.872,,,,,,,,,,,2.872,
3.0,,,,,,3.0,,,,,,
,,,,,,0.024,,,,,,4.984
,,1.232,,,,,,,2.192,,,
,,,,,,1.992,,,,,3.672,
,,1.436,,,,,,,,2.416,,
,,,,,,1.992,,,,,3.672,
,,,,,,,,,,1.66,1.44,
1.62,,,1.64,,,,,,,,,
,,1.844,,,,,,,,,,1.964
,,,1.716,,,,,,,,,1.676
3.0,,,,,,3.0,,,,,,
,,1.232,,,,,,,2.192,,,
,1.26,,2.7,,,,,,,,,
,,,,,,,,1.548,,,1.888,
,,,,,,,,1.6,,,1.82,
,1.86,,,,,,,,,2.04,,
,1.52,,,,,,,,,,,1.84
,,1.124,,,,,,,,,,2.204
,,,,,1.064,,,0.984,,,,
,,,3.012,,,,2.972,,,,,
,,,,3.324,,,1.844,,,,,
2.228,,,,2.228,,,,,,,,
,,,,,,,,,1.932,1.652,,
,,,,,,,2.96,3.02,,,,
,,,,,,,3.0,,3.0,,,
,,1.924,2.064,,,,,,,,,
,4.992,,,,,0.012,,,,,,
,1.52,,,,,,,,,,,1.84
,,,,,,,,1.752,,1.592,,
,,,,,1.016,,,,,,,0.996
,,,2.792,,,,,,,2.852,,
,,,,,,1.992,,,,,3.672,
,,,,,,,,1.776,1.836,,,
2.888,,,,,,,,,,,,2.888
,,,,,1.032,,,,,,0.992,
,,,,,,,,,,1.252,,1.712
,,,,1.448,,,,,,,,2.528
,1.576,,,,,,,,,1.796,,
,,,,,1.048,,,,0.988,,,
,,,,,,,2.956,,,3.016,,
,,,1.704,,,,,,2.164,,,
,,,,,,0.012,,,,,,4.992
,,,,,,,,,1.9,1.68,,
,,,2.496,1.636,,,,,,,,
,4.992,,,,,0.012,,,,,,
,,,,4.032,,1.452,,,,,,
,,,0.028,,4.888,,,,,,,
,,,,,,,,1.744,,,,1.964
,,,,,,,,,1.932,1.652,,
1.848,,,,,,,,,,1.868,,
,1.724,1.564,,,,,,,,,,
2.88,,,,,,,,,,,,2.9
2.88,,,,,,,,,,,,2.9
2.284,,,2.284,,,,,,,,,
,,,1.368,,,,,2.568,,,,
3.0,,,,,,3.0,,,,,,
1.848,,,,,,,,,,1.868,,
2.48,,2.5,,,,,,,,,,
,,,,,,1.992,,,,,3.672,
,,,3.02,,,,2.94,,,,,
,,,,1.368,,,,,,2.528,,
,,,1.936,,,,,,,2.016,,
,,,,,,0.012,,,,,,4.992
,,,,,,2.952,,,,3.032,,
,,,,3.112,,,1.872,,,,,
,,,,,,,,,1.872,,1.612,
,4.032,,0.492,,,,,,,,,
,2.524,1.644,,,,,,,,,,
,,,,,,,,1.744,,,,1.964
,,0.52,,,2.92,,,,,,,
2.504,,,,,,,,2.524,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,,,,1.888,1.608,,
,,,,,,,,1.752,,1.592,,
,,,1.712,,,,,,1.952,,,
,,2.984,2.964,,,,,,,,,
,,,2.38,1.68,,,,,,,,
2.252,,,,2.252,,,,,,,,
,,,,1.12,,,,,2.72,,,
,,,,,,,,,1.888,1.608,,
,,,2.792,,,,,,,2.852,,
,,,,,5.0,0.0,,,,,,
,,,,1.316,,,,,,,,2.436
,,,,,,,,,,,1.044,1.104
1.848,,,,,,,,,,1.868,,
,,,,,1.032,,,,,,0.992,
,,2.984,2.964,,,,,,,,,
,,0.52,,,2.92,,,,,,,
,,,,,,,,,,1.924,1.404,
,,,,,,,,,1.888,1.608,,
,,,,,,,,,1.888,1.608,,
,,1.044,,,,,,,2.944,,,
,0.98,,,,1.08,,,,,,,
3.0,3.0,,,,,,,,,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,3.0,,,
,,0.52,,,2.92,,,,,,,
,,,,1.38,,,,,,,2.74,
,,,,,1.032,,,,,,0.992,
,,,,0.524,2.904,,,,,,,
,,,1.368,,,,,2.568,,,,
2.496,,,,,,,,,,,2.516,
3.0,,,,,,3.0,,,,,,
,1.612,,,,,,,,,1.892,,
,1.564,,,,,,,,,1.464,,
,1.848,,,,,,,,,,2.008,
3.0,,,,,,3.0,,,,,,
1.848,,,,,,,,,,1.868,,
1.836,,,,,,,,,,1.856,,
,,,,,,,2.96,3.02,,,,
,,,,4.048,,1.428,,,,,,
,,,,,,,2.744,,,,,2.984
2.092,,,,,,,,,,,,2.092
,,,2.976,,,,,,,,2.976,
2.98,,,,,,,,,,,2.98,
,,,,,,,2.188,,,,3.348,
,,3.68,,,,1.98,,,,,,
0.996,,,,,1.016,,,,,,,
3.0,,,,,,,3.0,,,,,
,,,,,,2.964,,,,3.024,,
,,,1.524,,,,,,,,,2.024
,,1.336,,,,,,2.556,,,,
,3.0,,,,,,,,3.0,,,
3.0,,,,,,3.0,,,,,,
,,,,,1.064,,,,,0.984,,
3.0,,,,,,,,,3.0,,,
,,,,3.136,,,1.876,,,,,
,,,,,,,,,1.776,,,1.736
,,,,,,0.048,,4.968,,,,
,,0.84,,,,,,2.9,,,,
,,1.044,,,,,,,2.944,,,
,,,,,,0.036,,4.976,,,,
3.0,,,,,,,,,3.0,,,
,,,,,,,,,1.988,,1.968,
2.184,,,,2.204,,,,,,,,
,,,,,1.032,,,,,0.992,,
,,,,1.308,,,,,,,,2.668
,,,,1.248,,,,,,,,2.728
3.0,,,,,,,3.0,,,,,
2.284,,,2.284,,,,,,,,,
,,,,,1.032,,,,,,0.992,
3.0,,,,,,,,,3.0,,,
,3.0,,,,,,,,3.0,,,
,,2.984,,,,,,,,,2.964,
,,,3.836,,,,,0.736,,,,
,3.0,,,,,3.0,,,,,,
3.0,3.0,,,,,,,,,,,
,,,3.012,,,,2.972,,,,,
,,,,,1.0,,,,,,,1.0
3.0,3.0,,,,,,,,,,,
,,,,,,,,,2.056,,1.936,
,,,,1.264,,,,,2.784,,,
,3.0,,,,,,,,3.0,,,
,,,,1.076,,,,,2.636,,,
3.0,,,,,,,,,3.0,,,
,,1.356,,,,,,,,,,2.516
,,,,,1.048,,,,,,,0.988
,1.856,,,,,,,,,,1.956,
,3.0,,,,,3.0,,,,,,
,,1.9,,,,,,,,2.42,,
,,,,,,,,0.372,4.212,,,
,,,1.588,,,,,,,2.048,,
,,,,,,,2.088,,,,3.508,
2.9,,2.9,,,,,,,,,,
,,,,,,,2.956,,,3.016,,
,0.98,,,,1.08,,,,,,,
,,,,,,,2.944,,,3.024,,
,,,,,,,2.808,,3.128,,,
,,3.672,,,,,1.992,,,,,
3.0,,,,,,3.0,,,,,,
,,3.672,,,,,1.992,,,,,
,,,,,,,,,,,1.32,2.22
,,2.984,,,,,,,,,2.964,
,,,,,,0.024,,,,,,4.984
,,,,,1.032,,,,,0.992,,
,,,,,,0.024,,,,,,4.984
,,,,,1.032,,0.992,,,,,
,,,3.024,,,2.964,,,,,,
,,,,,,,,,,1.908,1.388,
,1.024,,,,,,,,,,,1.124
,1.748,,,,,,,1.688,,,,
,,,,,,2.244,,3.504,,,,
,1.816,,,,,,,,1.716,,,
,,,,,,,,1.172,1.052,,,
,,,1.616,,,,,,,2.136,,
2.2,,,,2.22,,,,,,,,
,,,,4.112,,1.332,,,,,,
,,3.644,,,,,2.024,,,,,
,,,,,,,,1.416,,,1.176,
,2.684,,,1.364,,,,,,,,
,,,,,,,2.956,,,3.016,,
,,,1.048,,,,,1.088,,,,
,,,1.616,,,,,,,2.136,,
,,,,1.144,,,,,,,,2.704
,,,,,1.032,,,,,,0.992,
,,,,,,,2.412,,,,,3.252
,,,,,1.048,,,0.988,,,,
,,,,,,0.996,,,,,4.336,
,,,,,1.048,,,,,0.988,,
,,0.036,,,4.856,,,,,,,
,,,,0.54,2.84,,,,,,,
,,,,,,0.024,,,,,,4.984
,,,,,,,,1.12,,,,1.1
3.0,,,,,,,3.0,,,,,
,,,,,,,,,2.98,,2.98,
,,,,,,3.0,3.0,,,,,
,,,,1.308,,,,,,,,2.488
,1.628,,,,,,,,,,,1.628
,,,,,,0.012,,4.992,,,,
,,,,,,,,1.084,,,,1.064
2.988,,,,,,,,2.988,,,,
,,,2.344,,,,,2.424,,,,
,,0.132,,,,,,,,,,4.632
,1.848,,,,,,,,,,,1.888
2.408,,,2.428,,,,,,,,,
,,,,1.732,,,,,,,2.312,
,1.2,,,,,,,,,1.62,,
,,,,,,,,1.532,,1.552,,
3.0,,,,,,,3.0,,,,,
2.168,,,,2.168,,,,,,,,
,,,1.532,,,,,,1.532,,,
,,,,,,3.0,3.0,,,,,
1.848,,,,,,,,,,1.868,,
0.996,,,,,1.016,,,,,,,
,,,,,1.048,,,,0.988,,,
,,,,,,,,,1.82,1.82,,
,,,2.58,1.46,,,,,,,,
,,,,,,,,,1.536,,,2.136
,,,,,,,,,1.82,1.82,,
2.9,,2.9,,,,,,,,,,
,1.86,,,,,,,,,1.64,,
2.988,,,,,,,,2.988,,,,
,,,1.252,,,,,1.312,,,,
2.132,,,,2.132,,,,,,,,
,,,,,,0.216,,,,,4.856,
1.824,1.844,,,,,,,,,,,
,,,,,1.048,,,0.988,,,,
3.0,,,,,,3.0,,,,,,
,,,,,,,,,,1.532,2.232,
,,,,,1.032,,0.992,,,,,
,2.584,,,1.524,,,,,,,,
,,,,,,,,1.056,,,0.996,
2.804,,,,,,,,,,2.804,,
,,,1.264,,,,,,,,,1.984
,,,1.264,,,,,,,,,1.984
,,,,,,1.992,,,,,3.672,
2.868,,,,,,,,,,,2.868,
,2.504,1.464,,,,,,,,,,
,,,2.148,,,,,,,1.788,,
,,2.524,,1.664,,,,,,,,
,,,2.092,,,,,,,1.832,,
,,2.4,,1.66,,,,,,,,
,2.608,,1.588,,,,,,,,,
,3.328,,,,,,2.228,,,,,
2.888,,,,,,,,,,,,2.888
0.996,,,,,1.016,,,,,,,
,,,2.148,,,,,,,1.788,,
,,,0.992,,1.032,,,,,,,
,,,,,,,1.548,,,,,3.968
,,,1.252,,,,,1.312,,,,
2.908,,,,,,,,,,,,2.908
,,,,,,3.0,,,3.0,,,
,,,,,5.0,0.0,,,,,,
,,,,,,2.964,,,,3.024,,
,,2.308,,1.988,,,,,,,,
,0.98,,,,1.08,,,,,,,
2.224,,,2.244,,,,,,,,,
,3.3,,,,,,2.08,,,,,
,,,,,,1.992,,,,,3.672,
,,,,,,,,,,,1.732,1.832
,2.488,1.468,,,,,,,,,,
,2.248,,,,,,,,,,1.768,
,1.344,,,,,,,1.384,,,,
,,,,,,3.0,3.0,,,,,
,,,5.0,,,0.0,,,,,,
,,,,,,,2.984,,,3.004,,
,,,,,,3.0,,,3.0,,,
,,,3.004,,,,2.964,,,,,
,,,0.992,,1.032,,,,,,,
,,,,,,,,,1.816,,,1.756
,,,5.0,,,0.0,,,,,,
,3.504,,,,,2.244,,,,,,
,,,,1.432,,,,,,2.692,,
,,,,,,,,1.28,,1.16,,
,,,0.992,,1.032,,,,,,,
,,,,,,,,,1.84,,1.48,
2.184,,,,2.184,,,,,,,,
,,,,,,3.0,3.0,,,,,
,1.204,,,,,,,,,,,1.364
,,,,,,3.0,3.0,,,,,
,,,2.74,1.28,,,,,,,,
2.256,,,,2.256,,,,,,,,
,,,,,,,3.0,,3.0,,,
,,,2.756,1.496,,,,,,,,
,2.704,,,1.584,,,,,,,,
2.996,,,,,,,,,,,,2.996
,,,,3.144,,,1.804,,,,,
,,,,,,3.0,,,3.0,,,
,,,2.804,1.284,,,,,,,,
,,,,,1.048,,,,,,0.988,
2.076,,,,,,,,,,2.076,,
,,,,3.952,,1.572,,,,,,
,,,,,,,2.944,,,3.024,,
,,,,,,,,,,,1.084,1.224
,,,,,1.016,,,,0.996,,,
,,,,1.788,,,,,,,2.448,
,,,5.0,,,0.0,,,,,,
,,,,,,,,1.1,,,,1.12
,,,,3.928,,1.608,,,,,,
2.076,,,,,,,,,,2.076,,
2.996,,,,,,,,,,,,2.996
,,0.216,,,,,,,,,4.696,
,,,,,,,,,1.668,2.128,,
,,,,,,0.024,,,,,,4.984
,,,,,,0.036,,,,,,4.976
,,,1.252,,,,,1.312,,,,
,,,,,,,1.424,,,,,2.424
,,0.072,,,,,,,,4.832,,
2.224,,,2.244,,,,,,,,,
,,,,,,,,4.6,,,,0.2
,,,1.548,,,,,,,,,1.968
,,1.772,2.152,,,,,,,,,
,1.652,,,,,,,,,1.772,,
,,,,,,0.0,,,,,,5.0
,,,,1.456,,,,,,,2.536,
,,,0.992,,1.032,,,,,,,
,,,,,,,2.944,,,3.024,,
,,,,,5.0,0.0,,,,,,
,1.068,,,,,,,1.168,,,,
,,2.4,,1.7,,,,,,,,
,,,,1.288,,,,,2.708,,,
,,,,,,,,1.1,1.08,,,
,1.068,,,,,,,1.168,,,,
,,,0.992,,1.032,,,,,,,
2.988,,,,,,,,2.988,,,,
,,,,4.024,,1.464,,,,,,
,,3.168,,,,,2.328,,,,,
,1.676,,,,,,,,2.136,,,
,,,,,1.048,,,,,,0.988,
2.988,,,,,,,,2.988,,,,
,,,,,1.032,,,,,,,0.992
,,,,,,,3.0,,3.0,,,
,,0.136,,,,,,,,,,4.656
,,,,4.008,,1.488,,,,,,
,,,,,,,1.42,,,,,1.64
,4.488,,,,,0.768,,,,,,
,,,,,1.048,,,,,,0.988,
2.076,,,,,,,,,,2.076,,
,,,1.868,,,,,,,1.868,,
,,,,,1.048,,,,,,0.988,
,,,1.548,,,,,,,,,2.008
,,,,,1.032,,0.992,,,,,
,,,,,,,3.0,,3.0,,,
,,,,,1.016,,,,0.996,,,
,2.412,1.632,,,,,,,,,,
2.988,,,,,,,,,,,,2.988
,,0.036,,,4.856,,,,,,,
,,,,,1.064,,,,,,,0.984
,,,1.508,,,,,,1.808,,,
,,,,,,,2.956,,,3.016,,
,,,,,1.032,,,,,,,0.992
,,,1.336,,,,,,,,2.616,
,,,,,,,,1.028,,,,1.008
,3.0,,,,,,2.04,,,,,
2.136,2.136,,,,,,,,,,,
,3.328,,,,,,2.228,,,,,
,,,,1.488,,,,,,,,2.428
,,,,,1.016,,,,,0.996,,
,,,1.868,,,,,,,1.868,,
,,,1.868,,,,,,,1.868,,
,,1.448,,,,,,,2.868,,,
,,,1.968,,,,,,,1.868,,
,,,,,1.032,,,,,,,0.992
,,,0.988,,1.048,,,,,,,
,,,,1.444,,,,,,2.624,,
,2.588,,,1.528,,,,,,,,
,,,1.456,,,,,,,,,1.316
,2.512,,,1.852,,,,,,,,
,,,1.868,,,,,,,1.868,,
2.224,,,2.244,,,,,,,,,
,,,,,,,,,2.032,,1.472,
,,0.952,,,,,,,,3.512,,
,,0.216,,,,,,,,,4.696,
,,,,0.528,2.888,,,,,,,
,,,,3.204,,,1.944,,,,,
,,,,,,,,1.14,,,1.06,
,1.596,,,,,,,,1.576,,,
,,,,,,,,1.016,,0.996,,
,,0.936,,,,,,,,,3.376,
,,0.216,,,,,,,,,4.696,
,,,1.868,,,,,,,1.868,,
,,,,,1.016,,,,0.996,,,
,,,1.364,,,,,1.344,,,,
,,,,,,,,1.14,,,1.06,
,,,,,5.0,0.0,,,,,,
,,,2.528,1.468,,,,,,,,
,,,,,,2.244,,3.504,,,,
,,,,,1.048,,,,,,0.988,
,1.864,,,,,,,,,,1.924,
,1.148,,,,,,,1.328,,,,
,,2.464,,1.664,,,,,,,,
2.692,,2.692,,,,,,,,,,
2.224,,,2.244,,,,,,,,,
,,0.036,,,4.856,,,,,,,
,,,1.08,,,,,,,,,1.02
,,,,,,,2.972,3.012,,,,
,,,,,,,,1.112,,,,1.052
,,,,,,1.992,,,,,3.672,
,,0.324,,,,,,,4.364,,,
,,,,,,,,1.192,,1.072,,
,,,2.516,1.496,,,,,,,,
,,3.168,,,,,2.328,,,,,
0.996,,,,,1.016,,,,,,,
,1.52,,,,,,,,,,,1.98
,2.064,,,,,,,,,1.724,,
,,,,,1.048,,,,,0.988,,
,,,,,1.048,,,,,0.988,,
,,,,,1.032,,0.992,,,,,
,3.328,,,,,,2.228,,,,,
,,,,4.016,,1.476,,,,,,
,,1.668,,,,,,,,2.288,,
,,,,,,0.096,,,,,,4.936
,,,2.676,1.376,,,,,,,,
2.908,,,,,,,,,,,,2.908
,0.984,,,,1.064,,,,,,,
,,,,,,,,,1.732,,1.312,
,,,,,1.0,,,1.0,,,,
,2.012,,,,,,,,,1.592,,
,,,,,1.032,,,,,,,0.992
,,,,,,,,1.112,,,,1.052
,,,,,,,2.972,3.012,,,,
,,,,4.056,,1.416,,,,,,
,,,2.016,,,,,,,1.596,,
,1.524,,1.664,,,,,,,,,
,,2.012,1.932,,,,,,,,,
,,,1.684,,,,,1.464,,,,
,2.76,,,1.38,,,,,,,,
,,,,1.172,,,,2.812,,,,
,,,,,1.048,,,,,,0.988,
,,,,1.36,,,,,,,,2.54
,,0.036,,,,,,4.856,,,,
,,,,,,,,,,1.812,1.792,
,,,3.012,,,,2.972,,,,,
,,,,,1.032,,0.992,,,,,
2.908,,,,,,,,,,,,2.908
,,,,,5.0,0.0,,,,,,
2.652,2.672,,,,,,,,,,,
,3.328,,,,,,2.228,,,,,
2.692,,2.692,,,,,,,,,,
2.244,,,,2.244,,,,,,,,
,,,,,,,,,,1.82,1.84,
,,,,,,,,1.352,1.232,,,
,,1.984,1.984,,,,,,,,,
,,,1.82,,,,,,,,1.5,
,,,,,1.048,,,,,,0.988,
3.0,3.0,,,,,,,,,,,
2.976,,,,,,,,2.976,,,,
,,,,,,,2.972,3.012,,,,
,,,0.988,,1.048,,,,,,,
,1.056,,,,,,,1.116,,,,
3.0,,,,,,3.0,,,,,,
,,0.776,,,,,,,,,,3.816
,,0.496,,,,,,,,,4.256,
,,3.168,,,,,2.328,,,,,
,,1.0,,,,,,1.0,,,,
,,,,,,,1.992,,,,3.672,
,1.8,,,,,,,,,,1.78,
2.904,,,,,,,,,,,,2.904
,2.768,,,1.208,,,,,,,,
,,2.0,,,,,,,,1.78,,
,2.04,1.84,,,,,,,,,,
,,,,,,,,,,1.72,,1.62
2.348,,,2.368,,,,,,,,,
,,1.16,,,,,,,,,,1.96
,,,,,,3.0,,,3.0,,,
,,,0.988,,1.048,,,,,,,
2.876,,2.876,,,,,,,,,,
3.0,,,,,,3.0,,,,,,
,,3.616,,,,,2.056,,,,,
3.0,3.0,,,,,,,,,,,
,,1.116,,,,,,,,,,2.296
,,,,,,,,2.0,,,1.54,
,,,,,,,2.584,,2.944,,,
,,2.324,,1.984,,,,,,,,
3.0,,,,,,3.0,,,,,,
,1.848,,1.628,,,,,,,,,
,,,,,,,,1.428,,1.148,,
2.988,,,,,,,,2.988,,,,
,,,,,,,,,1.756,,1.556,
,,,1.82,,,,,,,,1.5,
,,3.644,,,,,2.024,,,,,
,,,,,,,,,2.024,1.764,,
,1.8,,,,,,,,,,1.78,
,,,,,,3.0,3.0,,,,,
,,,,,,,,2.0,,,1.54,
,1.024,,,,,,,1.064,,,,
,,,,,,0.072,,,,,,4.952
3.0,,,,,,3.0,,,,,,
,,,,,,,,1.172,1.132,,,
,,,,3.912,,1.632,,,,,,
,3.0,,,,,,3.0,,,,,
,1.748,,,,,,,1.728,,,,
,,,,,1.048,,,,0.988,,,
,,,,1.172,,,,,2.752,,,
,,3.696,,,,1.956,,,,,,
3.0,3.0,,,,,,,,,,,
,,1.0,,,1.0,,,,,,,
,3.184,,,,,,2.724,,,,,
3.0,,,,,,,,,3.0,,,
,,,3.016,,,2.976,,,,,,
,2.72,,,1.4,,,,,,,,
,,,,1.224,,,,2.784,,,,
,,,1.82,,,,,,,,1.5,
,,,1.888,,,,,,,1.708,,
3.0,,,,,,,,,3.0,,,
,1.848,,1.628,,,,,,,,,
2.232,,,,2.232,,,,,,,,
,,,1.156,,,,,1.236,,,,
,,,,1.212,,,,,,,,2.792
,,,,,,,3.0,,3.0,,,
,3.0,,,,,,3.0,,,,,
,,,,,,,3.0,,3.0,,,
1.856,,1.876,,,,,,,,,,
2.34,,,,2.34,,,,,,,,
,,,,0.908,,,,2.848,,,,
,3.0,,,,,,3.0,,,,,
,,,,,1.032,,0.992,,,,,
,2.664,,,1.384,,,,,,,,
2.9,,,,,,,,,,,,2.9
,,,,,,,,1.24,,,,1.26
,,,,1.748,,,,,,,2.348,
,,3.644,,,,,2.024,,,,,
,,,,,1.032,,,,,,,0.992
,,1.584,,,,,,,1.904,,,
,,,,,,0.072,,,,,,4.952
,,,1.016,,,,,1.036,,,,
,,3.672,,,,1.992,,,,,,
,,,,,1.048,,,,,,0.988,
,,,,,,,,,1.232,,,1.172
,,,2.568,1.568,,,,,,,,
,0.972,,,,1.112,,,,,,,
,,,,4.008,,1.488,,,,,,
,,1.716,,,,,,2.016,,,,
,1.748,,,,,,,1.728,,,,
,,,,,,,1.776,,,,,3.036
,,,,1.192,,,,2.652,,,,
,,,1.292,,,,,1.332,,,,
,0.972,,,,1.112,,,,,,,
,,,2.556,1.436,,,,,,,,
,,,1.636,,,,,,2.076,,,
,,,,,,,,,,1.476,,2.036
,,,0.988,,1.048,,,,,,,
